FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
82811,6814,1631,291,991,365,157842,9951,3082,295,917,877,45,154
160835,13391,0,429,306,727,293234,22774,3119,506,511,605,53,154
81040,4030,668,672,952,0,142917,7329,2709,587,1140,428,47,154
107293,5568,1272,0,281,0,219476,11359,2777,65,425,30,42,154
105619,8218,1753,0,0,198,197205,15604,3838,181,0,488,51,154
33241,4685,3692,0,458,689,65311,7990,4131,335,517,1132,41,154
93522,5427,0,549,372,0,178301,8112,736,507,496,288,54,154
113794,6347,0,0,14,736,223152,13379,1946,221,33,1308,46,154
149261,6784,1458,0,74,600,280478,13104,2053,171,163,798,48,155
106097,3315,0,112,0,273,210711,6710,3209,211,87,374,45,155
72804,5147,0,0,470,0,125385,8748,1858,26,574,347,50,155
206215,13333,3648,16,400,0,389107,23648,2253,548,482,272,51,155
56373,2143,0,0,0,285,104821,3711,615,36,176,535,43,155
121886,7580,3705,112,0,130,229430,13586,3449,538,278,624,49,155
16402,2122,1315,158,168,652,37908,5343,3425,490,308,769,28,155
20951,2908,2733,304,0,399,46240,5622,2471,573,266,976,29,155
16497,2060,0,0,254,0,33681,4149,0,112,279,0,30,155
97735,15172,2524,0,0,845,185433,27817,2719,186,196,1106,49,155
97897,12799,215,133,284,1143,167382,22671,1658,378,415,1206,52,155
173761,14278,2922,241,461,0,311747,23329,2728,306,480,284,54,155
53540,21040,2381,0,513,569,90212,34922,3945,260,671,632,47,155
113599,10898,0,0,0,0,206716,19230,1034,80,227,1023,52,155
113512,13638,0,199,635,0,208705,22012,991,372,646,509,49,155
201449,19050,221,0,379,75,356442,31566,1279,196,436,728,52,155
307878,20445,4081,0,226,407,580612,34363,2677,353,771,442,58,155
145807,24393,2215,115,0,624,279125,43014,1659,210,219,498,47,155
104635,9783,2005,356,202,618,191527,16538,3162,509,254,637,47,155
61740,3521,884,329,23,287,124251,6870,2483,284,228,1942,43,155
123422,9148,274,369,0,0,240189,15495,2303,453,38,262,48,155
30098,10322,0,168,382,462,60104,18916,3245,154,456,731,38,155
233578,19532,4764,417,0,0,405131,32196,4532,621,257,324,57,155
80473,3098,2099,177,300,233,158171,5759,3430,370,400,1025,45,155
248768,21676,1542,0,460,441,476915,37054,2584,143,758,628,53,155
152400,12966,812,851,0,0,266219,22305,3049,510,236,242,52,155
50397,15187,2435,400,196,536,95604,28203,2642,675,163,804,41,155
101536,16764,1741,0,309,0,181571,28402,2526,233,394,122,50,155
155072,12502,3896,101,0,0,284370,21611,3579,312,0,637,54,155
159545,9507,712,419,425,809,305789,16673,1902,422,213,650,57,155
88600,13180,1817,284,0,223,162846,24518,2821,265,0,481,47,155
97042,11868,1668,121,613,259,176596,21822,1619,287,625,885,46,155
132707,14967,435,112,83,0,245993,26123,1307,170,187,314,51,155
193766,14321,3174,167,1066,125,358221,24071,2863,127,725,622,61,155
223370,23351,1440,0,844,546,391351,39454,2593,164,734,931,54,155
80697,11348,3326,0,719,471,143349,19540,4237,71,991,579,47,155
205927,16763,1517,136,407,376,394547,27200,2523,242,500,929,52,155
32182,2677,36,205,123,454,55427,5380,1283,294,317,461,41,155
37372,17333,706,30,366,25,68381,31878,1984,238,180,420,40,155
89597,6190,136,0,364,1068,168388,10499,1438,107,327,1171,51,155
90153,8265,0,0,482,0,167431,14162,2755,0,568,778,46,155
37873,14317,679,460,116,0,74729,27233,2234,337,399,357,43,155
102204,14146,0,564,230,216,197267,24731,3493,469,335,468,46,155
47435,3551,454,0,120,243,100065,7124,2310,238,175,545,37,155
42440,2761,1303,0,466,0,91413,6464,3683,54,902,759,39,155
52936,4131,0,360,282,244,96361,6940,1350,324,150,314,44,155
79558,4845,569,156,288,465,148147,6234,1900,442,317,851,46,155
19612,2631,4033,79,0,0,46327,5481,3382,202,87,263,35,155
379795,40571,2996,54,370,82,647378,68890,3370,308,461,641,66,155
34257,4797,0,0,0,587,28224,6089,2447,232,757,513,72,155
64191,5450,1820,0,96,0,118171,10039,1577,0,189,232,44,155
52699,9883,652,118,131,445,92831,16868,1344,566,379,413,45,155
95913,9716,4060,411,805,126,179415,16628,3877,382,1019,245,47,155
153311,16934,3608,315,144,0,268972,28228,3217,506,379,900,52,155
304612,27498,647,467,485,0,565998,44392,3373,567,495,525,58,155
89678,6535,0,356,387,0,176599,10959,1838,517,478,957,48,155
40419,4185,1966,649,0,614,78910,8062,3894,468,44,1540,41,155
169517,7118,1364,54,269,0,317444,11534,2115,381,384,165,51,155
84480,6736,2301,150,489,43,154142,10668,2622,329,332,949,46,155
51533,2156,0,0,738,0,92525,3679,845,130,848,449,45,155
128995,10407,0,92,17,860,239967,19686,2315,313,248,531,47,155
82176,3910,2156,452,119,69,154868,7517,2247,540,265,279,46,155
108727,5150,0,530,0,548,200366,8561,1342,474,244,818,49,155
44601,7431,1176,0,0,14,84494,13411,3174,0,133,601,37,155
107224,12742,0,265,844,506,194830,23088,780,218,625,557,53,155
81508,11000,2411,743,184,274,154750,19358,2912,537,705,663,47,155
163572,11136,499,146,0,943,305278,19241,868,460,627,1409,53,155
133811,7958,3316,0,786,61,244911,15652,4636,253,1118,713,47,155
181926,25499,0,71,735,200,337531,42550,689,431,629,381,53,155
95733,9722,1199,7,463,497,178507,17370,1860,297,528,626,46,155
162957,8702,0,375,430,0,296077,16207,1796,259,525,179,51,155
246718,8131,419,422,640,406,450068,13438,1199,463,585,673,53,155
43409,6731,468,495,457,0,81154,11699,1350,313,483,465,40,155
36989,5336,684,438,416,426,71250,8816,2861,557,322,893,38,155
46378,7425,2525,86,890,356,92675,12776,2227,113,1112,868,41,155
180048,6391,0,559,189,426,297287,11345,1535,302,600,390,58,155
154308,14414,1355,442,647,0,286563,26031,1591,679,808,166,52,155
140882,8477,110,284,598,1043,280848,14916,722,392,376,1143,47,155
220643,20369,3430,0,583,418,416229,36099,2605,281,395,1059,59,155
109664,7642,2103,480,244,163,218190,14210,3051,507,298,279,49,155
104784,19009,5508,87,494,861,173220,31931,5643,137,531,815,47,156
168780,26905,1891,722,110,221,339245,47406,2297,447,616,498,49,156
77906,5145,3525,117,460,0,160915,9437,2317,205,1105,825,42,156
71576,5243,873,385,32,1072,129529,7189,1455,683,168,1347,49,156
211609,18214,0,181,439,0,376926,29609,1967,369,772,0,53,156
68283,5044,280,1,0,0,134966,8859,1628,383,207,549,40,156
56206,9977,3892,341,83,537,115510,18208,3394,502,279,492,41,156
78671,6057,2039,0,0,0,156679,10987,2840,247,282,740,45,156
27969,4964,1585,0,321,0,49258,10031,1918,422,135,292,37,156
14570,1573,487,986,242,0,33043,3254,596,796,212,0,30,156
84749,7151,730,331,604,310,154198,14136,1211,515,632,741,46,156
160600,7094,1464,0,918,0,293757,12440,3137,249,996,176,53,156
66411,4812,1474,0,86,590,134222,9047,1180,25,624,603,41,156
113693,4892,1158,367,0,626,218111,8792,1745,276,85,1338,46,156
81522,7369,0,326,500,0,149256,14935,2577,307,368,102,44,156
92945,8503,0,313,273,213,179498,14317,1013,292,420,575,50,156
89706,2361,140,30,195,0,164808,5246,1098,82,608,314,45,156
30725,1767,2023,0,814,864,56585,3716,2761,201,715,1201,39,156
36114,6707,844,655,506,248,68178,14303,2487,656,589,850,38,156
206390,5342,0,274,0,1187,386142,8141,2761,318,238,657,53,156
26789,1592,0,231,265,324,47791,2295,493,202,297,920,38,156
44837,5443,818,0,254,0,84406,9060,1498,338,266,623,45,156
51347,4456,677,0,303,142,104510,8343,3135,0,177,398,41,156
124968,8650,2955,58,533,0,231655,14554,2731,103,731,242,47,156
45398,5118,2413,323,303,371,86894,8705,3087,238,664,671,41,156
