FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
34925,5440,636,556,312,603,40892,5763,1531,529,361,319,55,154
163887,11973,190,175,339,0,248304,18095,2952,232,472,428,53,154
161663,37448,2223,208,41,0,238996,62400,2244,238,34,579,56,154
142261,7936,613,0,0,119,210255,10956,828,31,127,723,55,154
63907,5463,0,131,102,141,103350,7789,1066,23,408,581,46,154
175528,10453,0,0,281,0,282591,16050,1052,290,608,539,55,154
43622,4736,2660,20,285,7,63908,8072,3604,101,293,821,48,154
30567,5062,392,183,163,33,55111,7402,2207,148,72,542,43,154
68126,6316,772,628,361,0,110172,9152,868,487,296,578,50,155
80931,8783,0,32,278,637,117301,13040,752,144,607,1197,55,155
342447,34870,3643,476,180,240,541661,55281,2260,340,732,813,66,155
359605,31883,347,109,382,23,533890,47070,1502,452,753,458,66,155
79228,10580,1005,106,427,0,124552,15036,1749,181,473,144,51,155
158759,12736,5010,502,909,0,237898,20621,2828,520,482,865,64,155
20629,2967,0,0,0,617,23344,3359,715,108,376,670,52,155
113973,7832,0,454,662,0,193025,13103,704,229,573,441,55,155
98564,6885,0,130,570,649,155692,10700,634,229,529,948,49,155
29172,4950,1509,526,59,95,28065,5860,724,329,544,635,59,155
131465,7059,780,521,485,665,217828,13250,890,491,287,1111,53,155
62383,14414,797,216,616,568,101420,24008,1708,274,940,820,47,155
155627,14021,0,128,0,0,249259,21386,167,126,393,239,51,155
128351,9504,3603,108,390,185,199812,14352,3842,248,249,636,52,155
86293,7480,1408,0,25,384,139091,12445,1999,177,197,1093,47,155
16967,2100,5,0,443,759,23791,2592,1942,0,399,754,41,155
46631,3978,116,417,257,0,74121,5630,2598,344,536,523,41,155
78358,12381,0,0,1027,471,130536,21245,1487,86,593,607,49,155
19160,4222,3929,476,497,0,47232,11737,4074,468,369,243,25,155
167322,18880,7407,999,912,52,279594,29333,8486,625,664,436,55,155
68251,6647,0,364,340,0,107989,10518,558,176,479,539,47,155
28884,3857,730,332,530,0,25177,3623,1405,339,446,367,61,155
26285,5360,0,0,236,130,27222,5906,803,103,417,849,59,155
30337,4723,4818,844,0,983,28656,4798,5059,824,639,791,67,155
110991,19035,0,51,397,298,190554,32937,396,151,504,802,51,155
188041,13940,7445,595,509,158,284600,23584,6032,415,443,396,59,155
65445,5213,0,241,0,18,112376,9682,0,230,49,555,44,155
68257,12357,2156,370,150,248,107309,21629,2939,283,482,372,46,155
122458,4140,1117,345,467,493,198161,6125,2444,306,290,1057,53,155
192541,11614,2513,350,885,1226,297529,16860,1949,234,797,1267,56,155
20626,1385,152,202,317,431,40583,3258,756,99,594,806,40,155
262672,19113,2004,36,696,861,439267,30172,1872,329,638,579,58,155
26836,2138,648,429,0,519,47395,4346,2495,349,409,593,39,155
216715,23309,1189,334,165,0,321522,34877,1845,262,258,812,65,155
73870,11881,1880,0,763,0,64810,9844,2481,71,1348,788,81,155
106718,21609,1736,476,402,115,151984,33067,2466,308,413,732,54,155
60304,20235,26,224,0,0,93768,32922,924,212,66,46,48,155
25386,2824,502,0,0,0,30318,3461,1460,3,64,562,50,155
66085,11960,4853,700,0,0,66147,11543,5937,417,152,563,70,155
126202,11483,12753,1276,610,101,173544,18897,7235,853,621,352,55,155
18465,2269,0,36,181,1151,23456,2821,1114,183,364,1301,44,155
43238,3074,0,360,199,535,74813,5556,660,183,195,1049,39,155
78761,8157,23,400,0,1138,120743,10952,957,234,48,878,52,155
104584,23418,1591,0,431,77,138530,35389,2799,87,415,865,52,155
88176,20303,0,83,0,152,134153,33427,633,304,32,491,49,155
175060,16614,390,161,738,0,247863,24331,1352,230,646,345,57,155
74371,21105,2877,507,224,671,123050,34506,3610,386,424,521,51,155
151145,14581,1018,212,457,550,250975,23716,2998,311,656,704,62,155
76406,10367,674,408,227,0,116477,16251,1070,307,557,105,51,155
84971,5006,0,0,187,0,127389,7706,1310,198,197,162,51,155
14545,1998,1219,464,290,0,23793,3270,1244,415,144,0,34,155
43473,3544,0,489,528,90,69575,5866,45,357,650,665,46,155
109804,6004,2257,133,172,227,158122,8789,3371,229,431,584,52,155
117620,16418,1635,430,0,0,167787,24743,1765,495,303,418,55,155
413052,17880,2516,383,542,344,642477,20933,2104,352,647,514,87,155
75097,11566,1953,202,245,0,101477,15754,2449,315,452,735,55,155
121641,12037,10436,665,820,0,178629,20004,6584,385,790,320,53,155
141126,11765,2001,27,287,0,209609,19204,2370,148,616,524,55,155
114825,6089,1059,627,407,117,166182,9720,2625,279,510,830,55,155
145232,18074,0,395,473,436,225088,27661,1483,308,526,739,71,155
210704,45457,5646,707,412,300,325246,72094,3107,436,686,1018,65,155
112083,4798,0,0,644,507,185423,8562,934,31,601,544,48,155
127937,11769,699,0,375,553,192556,19338,2243,191,226,997,55,155
58751,3246,117,0,190,517,84438,7121,1250,52,388,415,50,155
27592,9355,780,669,868,157,40880,13345,1356,343,628,558,53,155
351127,24217,2341,448,340,252,505759,34584,3761,146,591,419,66,155
109437,16126,0,411,451,213,169103,24721,1014,353,382,562,50,155
188464,13586,0,180,588,643,297551,22204,702,113,1071,437,58,155
196186,15106,3028,0,0,266,312661,24443,2139,63,376,1036,56,155
99166,8299,419,89,0,0,155001,12997,1771,58,0,12,50,155
149028,13951,79,124,882,362,238760,22610,1745,162,894,754,53,155
112472,13363,2248,0,390,586,166652,20956,1344,262,498,1225,56,155
276616,15216,4661,74,1092,0,410176,20319,4685,65,1056,418,68,155
135759,28369,1289,357,287,0,212384,46157,2155,358,345,457,55,155
104615,13145,1067,115,543,572,168824,22157,2269,352,447,721,54,155
81512,22330,1542,748,156,706,110928,34397,2931,542,223,939,51,155
85877,22766,1362,822,0,895,128733,36098,1622,359,348,1236,55,155
44353,6254,1906,429,622,420,71144,9413,1840,449,575,918,48,155
64532,12950,1550,253,302,0,101353,21916,1612,153,370,475,46,155
84988,13229,1977,0,251,0,137665,23242,2678,119,371,300,46,155
197612,13693,12491,965,285,0,331835,23381,9813,851,496,118,56,155
25967,4807,0,0,354,0,49770,10182,359,127,462,599,37,155
453376,19098,8841,558,455,0,667575,26388,5305,517,760,878,69,155
278669,32048,4405,335,282,0,435748,50500,3246,320,261,785,67,155
45853,4161,1378,0,58,156,71010,7536,1319,3,181,701,45,155
37436,4472,2198,58,56,0,55296,6840,2416,129,151,395,44,155
128678,16873,0,0,449,906,187676,26382,498,39,429,663,57,155
69559,17558,2303,539,519,188,111837,26873,2847,305,666,822,49,155
14201,3169,0,187,689,0,21123,4856,548,280,1009,306,38,155
130299,14167,6491,981,1095,0,218306,23658,8451,667,779,631,49,155
178303,25831,1358,0,19,0,258603,39400,2370,124,428,349,65,155
202007,19936,0,168,335,641,323476,31947,1124,248,344,740,59,155
120853,14689,1057,268,888,542,196907,22189,1617,369,1093,892,52,155
53320,5624,2613,87,251,962,85967,10038,2156,152,487,1188,46,155
188185,9873,2214,189,0,0,293671,14757,2012,219,116,344,59,155
112254,22014,2109,285,168,383,175611,35335,2542,194,337,734,50,155
110837,7689,1646,504,355,0,180066,13560,1709,384,492,294,51,155
243977,20135,2172,699,595,0,378331,31535,1833,554,519,119,60,155
403470,16137,2609,397,0,0,644409,25904,2453,376,572,421,64,155
176011,15695,0,238,808,55,282293,25399,764,158,631,701,56,155
40334,5796,37,90,268,0,60088,8791,930,97,509,276,48,155
281474,19199,769,0,0,0,413162,27657,1066,306,301,474,67,155
84443,16748,1685,340,0,71,121316,26390,3917,273,294,762,52,155
126000,10537,598,0,0,187,211289,17353,2192,250,0,487,53,155
34848,9838,1450,310,0,0,57078,14650,1987,273,237,449,46,155
168352,13971,2591,369,49,548,287281,22505,2921,358,188,715,55,155
46039,3464,3563,309,89,285,69645,5502,4436,378,430,532,47,155
45278,5411,2799,508,598,0,64486,8002,2240,248,330,0,48,155
192345,13203,7718,939,972,267,303742,20181,5992,475,919,1199,61,155
55141,6089,7960,404,427,0,92045,9860,5229,362,373,18,46,155
28134,6079,363,230,142,0,29692,6763,1889,142,304,559,55,155
173330,10578,983,285,483,123,282972,16108,1438,211,691,577,57,155
22697,5413,1146,137,0,500,24834,5378,1795,205,270,625,50,155
77431,15272,2041,155,0,340,117853,22895,2163,123,0,749,50,155
26526,3064,0,0,49,1465,29348,3633,747,59,249,1464,59,155
50114,3602,688,4,1332,0,49785,3203,1325,194,610,565,71,155
26508,3188,0,0,720,177,30369,3913,192,0,727,477,56,155
127378,7598,692,622,741,167,194443,12989,904,303,799,342,54,155
49553,12232,0,165,469,212,69203,17975,581,184,451,568,51,155
98615,4452,1028,101,781,0,146307,7495,1776,181,708,1004,50,155
42669,7827,17868,1754,294,491,66819,11330,15595,1343,357,610,48,155
69644,6022,0,276,853,601,108783,9673,197,292,427,806,50,155
193884,13861,0,155,0,0,285086,19635,324,309,65,390,60,155
119076,16833,0,130,0,1628,201102,27855,848,182,18,1424,54,155
53369,1894,0,244,562,564,89055,3433,659,301,744,428,40,155
224748,18061,3273,540,0,584,348658,30273,3288,514,167,495,67,155
74440,9407,1985,263,474,367,108964,15587,2976,441,316,372,51,155
199457,19436,2851,529,107,0,303177,28920,4525,468,361,292,65,155
123152,11121,3295,510,415,0,195002,20925,2602,479,242,121,53,155
25642,3760,2250,164,138,377,43583,5752,3089,198,525,920,42,155
315387,41746,2882,357,0,0,315003,49639,2208,519,195,370,80,155
26163,5116,1297,250,47,337,49211,9027,1950,352,340,1204,45,155
90820,3954,4663,540,190,436,154269,7812,4667,424,266,702,48,155
67127,5410,12775,1059,263,0,101689,9641,21300,1727,1008,0,47,155
89454,4877,0,96,0,94,140932,7973,450,76,220,537,48,155
49885,7845,0,0,172,515,72431,13546,583,27,175,772,47,155
36897,5291,161,313,811,0,36310,5100,1796,338,1166,317,69,155
19839,5386,0,74,303,0,21872,6349,1083,89,526,547,56,155
48049,4678,1268,0,378,414,74456,7220,2302,32,665,780,45,155
26854,2207,560,159,142,1207,25687,3702,1321,251,255,1746,60,155
145535,26311,3471,227,979,554,226987,45289,1864,188,462,396,53,155
98594,25115,0,10,473,0,154733,38929,2001,158,529,473,49,155
154740,9707,700,366,0,888,258038,14971,2224,308,294,1026,54,155
160357,25044,4132,493,2,0,246938,39947,3228,373,308,314,53,155
23268,4431,2392,445,699,160,36998,8102,3819,359,645,526,42,155
132814,36655,350,0,256,383,202465,59446,1878,50,387,492,55,155
101478,15524,3185,172,0,53,176819,26348,2614,148,221,251,49,155
53832,3114,0,0,463,0,43025,3572,1301,118,424,196,76,155
169239,13590,0,0,241,301,281996,21188,696,115,484,456,56,155
167914,14072,2150,230,357,0,269880,23315,2610,143,293,733,56,155
54470,4314,2215,694,530,880,81629,7665,2678,454,553,1470,49,155
33723,2131,1284,104,546,509,52243,4180,1424,166,609,553,46,155
217398,16652,574,227,0,0,342832,24133,700,194,64,293,59,155
170645,9978,2624,41,611,199,266383,14963,2117,201,468,528,64,155
33701,5344,0,57,315,0,33586,5665,623,164,548,826,64,155
112246,7177,6846,794,549,0,178654,11316,14660,1237,599,402,54,155
62639,10476,0,271,397,227,105481,15771,1359,228,390,1460,47,155
100335,27008,3104,463,203,230,155080,45935,3036,398,926,686,52,155
105837,25700,526,386,126,73,159318,41686,1088,417,373,579,52,155
95460,11391,0,193,0,82,78588,9684,1019,377,266,970,85,155
75621,4568,0,338,55,352,125940,7578,1107,336,230,848,48,155
166871,9045,1261,0,0,0,271655,14869,2432,106,0,813,55,155
22815,3457,0,0,0,0,42435,6663,547,0,0,809,39,155
18404,3026,0,36,658,40,20972,3779,765,64,654,260,47,155
16686,2726,47,92,954,0,20837,3406,1190,149,1183,672,45,155
51455,4512,1340,275,206,0,46863,4193,1123,246,386,493,74,155
49392,13213,2656,177,949,185,72712,17518,4260,147,448,486,51,155
45864,4273,3572,0,1015,582,47696,5135,2529,77,649,1475,67,155
52443,5173,2385,181,500,278,89427,9826,2180,219,441,479,45,155
37717,3571,0,155,442,391,55827,6812,534,163,409,501,43,155
237628,14515,7287,866,485,0,351025,21081,8641,1085,308,407,63,155
51433,24979,756,202,29,296,91848,43455,2171,170,263,807,45,155
49742,13769,1538,130,142,0,79022,23162,2542,265,123,445,52,155
81967,4908,815,0,463,328,133375,9444,1754,18,615,926,47,155
76737,9875,0,0,396,94,121531,15897,719,0,259,1128,49,155
62184,11292,1853,0,603,0,98896,18861,1522,0,721,524,47,155
72693,6936,1673,310,0,0,118411,10771,1548,131,11,539,48,155
197596,28898,4711,183,568,1338,288523,44407,2918,312,518,741,63,155
49736,5613,1237,143,0,178,81264,8408,1593,304,0,547,48,155
192732,15057,752,329,13,396,282418,23794,1175,300,614,975,63,155
152727,9576,2417,416,458,0,223547,13230,2314,288,406,277,59,155
32274,3013,0,155,120,649,45340,5861,363,272,161,563,47,155
164245,35582,1758,0,403,0,257844,56537,1327,255,672,434,51,155
134306,8711,2017,101,202,135,195401,13622,2716,175,146,795,57,155
111106,19542,2057,303,567,198,173009,31031,1909,290,1033,581,51,155
150208,6757,1647,507,476,568,237077,10967,1380,283,449,800,53,155
13081,5747,815,360,74,0,20662,9508,1420,377,212,190,34,155
37702,5763,2297,326,405,431,33756,5918,1827,229,629,855,64,155
109236,8585,0,0,324,567,171226,14026,793,67,354,522,51,155
16092,2090,0,89,421,1279,24184,3118,1787,45,529,1017,39,155
39860,3245,0,457,276,394,59311,5808,1664,403,547,343,44,155
99960,16619,17279,1329,719,0,168974,29693,20593,1514,520,559,49,155
147344,17526,938,111,238,471,242831,28553,1548,186,734,694,50,155
81860,13139,1962,376,352,0,125866,20320,6792,506,411,104,50,155
28477,2417,0,285,0,832,47803,5188,1011,166,0,963,39,155
68976,4644,0,0,452,293,122227,7717,713,104,399,580,42,155
409639,24622,8937,647,677,92,655308,37224,4696,521,408,789,74,155
18801,3216,0,61,364,0,26200,3914,708,268,565,564,45,155
25607,3892,0,0,273,0,41332,7206,1412,55,410,138,40,155
70636,11903,0,0,778,670,103846,19477,902,0,547,361,53,155
51057,5141,29,196,117,0,75907,8995,2531,131,295,105,50,156
63292,12903,1603,61,466,1047,94183,19457,1721,181,464,1481,58,156
95136,9596,0,304,357,376,150719,16061,505,187,544,408,54,156
167066,9273,1048,234,256,349,268178,14183,2538,261,276,780,56,156
36198,10305,1913,338,436,0,66599,16757,3974,464,330,186,48,156
55042,13986,3274,0,427,0,84740,22137,3282,127,612,520,50,156
60745,6516,4047,265,467,322,99558,10491,2769,276,498,1017,47,156
121975,4385,0,559,491,793,198998,8012,458,257,287,679,54,156
54323,4106,3294,523,177,1252,82468,7186,2831,525,466,1456,48,156
41798,3750,0,0,235,307,62315,5345,285,79,514,436,44,156
109704,10769,678,106,0,0,188896,18111,1276,207,56,442,49,156
106667,9634,1905,76,0,181,177987,15702,2282,172,166,300,50,156
40639,8499,3330,775,527,196,40180,8157,5062,817,401,421,61,156
130505,12906,2034,323,0,0,106227,10916,2319,272,437,247,92,156
43925,10637,0,177,0,0,71943,18481,0,179,173,80,45,156
31371,6707,0,0,214,0,54507,11408,351,0,269,79,43,156
82601,10408,1588,477,78,609,132769,15911,2088,284,536,798,50,156
27830,3275,1447,0,410,522,27602,3306,1481,179,498,372,61,156
32886,8094,0,148,227,199,31750,8524,339,183,344,687,57,156
144524,13769,10637,869,1115,547,227103,21760,9875,760,1207,1108,49,156
64304,6717,729,379,0,0,94295,11094,1323,217,456,655,48,156
89503,10155,2378,209,221,0,144991,16312,2639,368,127,208,47,156
79183,11813,0,0,0,0,130702,18098,268,150,218,168,53,156
41645,2545,551,211,489,0,66229,4959,1709,243,339,345,45,156
44383,6435,338,464,634,0,66992,10983,1655,244,959,329,45,156
86268,9432,4127,83,629,1382,113519,14368,2847,286,599,1351,53,156
19311,5033,1646,0,218,0,22373,6608,2021,49,152,623,48,156
60504,3262,1439,231,363,488,100678,4113,1358,211,688,817,45,156
35074,3977,1559,543,332,180,38697,4189,2788,289,406,508,61,156
200234,6675,146,43,199,0,330802,11991,1052,125,702,183,54,156
49384,5798,188,0,670,436,73851,10304,829,79,544,767,49,156
88415,7067,0,39,419,0,151972,12241,1275,370,338,470,45,156
175408,10881,0,0,372,1218,283595,18473,885,43,542,892,59,156
243626,14373,1237,316,0,0,405706,20137,1722,460,103,788,61,156
158490,13729,20240,1689,0,185,246449,22340,20834,1859,471,382,57,156
14542,2041,2995,272,302,0,20568,3260,2468,204,357,303,45,156
138025,4020,706,0,781,0,215785,6186,1222,274,594,403,57,156
54711,5026,151,504,177,366,98547,9116,1384,336,463,677,45,156
82443,3778,917,400,0,583,128369,7100,1134,298,81,760,50,156
39425,4205,770,364,10,8,64991,7709,1590,357,131,245,42,156
131542,22609,3734,458,227,383,192866,35481,3128,286,599,769,53,156
201617,4822,889,238,689,47,320859,7288,1629,187,645,675,58,156
79792,4556,467,0,382,163,119924,7077,1498,23,530,772,46,156
239813,16860,1838,149,503,452,375717,26236,1926,97,535,624,59,156
36246,5422,102,565,382,308,58053,9663,1527,431,496,604,44,156
19922,2566,3822,101,467,1545,35943,4848,2976,140,380,1331,41,156
42986,6763,224,0,32,242,61584,11546,1697,69,0,762,42,156
84667,6767,1974,164,0,326,144147,12329,1914,177,131,929,46,156
63216,8010,2746,398,1000,0,105371,13598,2082,455,1039,82,45,156
230229,16111,851,187,245,0,352026,24170,1905,177,289,510,59,156
67467,11541,1705,149,410,0,57119,9185,1881,293,432,516,82,156
233488,6358,111,117,0,525,403007,10401,1337,188,139,1044,58,156
31467,2004,1491,328,192,0,45595,3641,2868,294,200,91,44,156
78371,7405,1629,320,69,0,124431,11393,1718,219,124,92,52,156
82008,9701,688,58,14,0,130168,16665,1086,58,229,541,50,156
87733,11233,283,218,486,43,125998,17460,1700,216,401,571,60,156
47442,3027,4785,807,138,0,71078,4469,4435,696,338,101,44,156
149489,19224,0,382,148,486,236695,29401,773,292,363,935,55,156
216404,22888,1905,205,282,0,329073,34315,2076,170,215,496,57,156
39002,6617,0,164,265,164,66637,10574,951,222,281,436,46,156
56556,6418,6570,511,606,834,52079,5564,11061,893,265,611,72,156
53693,6167,2999,0,72,639,90838,10398,4535,94,631,898,45,156
252207,18313,2704,408,483,41,396950,28479,2131,245,460,860,59,156
182183,20428,2700,565,218,0,265536,28403,2620,442,650,367,59,156
125749,8641,6905,929,527,0,196144,13387,9726,1084,765,75,52,156
51122,4586,628,255,311,174,89081,7318,757,243,629,383,45,156
50146,3689,993,41,58,131,32229,3417,2360,341,260,834,93,156
86616,9939,2499,41,284,0,102138,12352,6667,215,725,841,70,156
64318,12147,96,0,728,316,95606,20828,1105,31,562,531,49,156
149250,39349,1188,45,768,0,235823,65786,1491,237,682,188,53,156
36185,4380,781,124,250,921,57062,7903,967,126,440,1029,43,156
25362,9675,512,237,297,159,42519,16954,589,172,437,636,39,156
121069,13495,3498,419,308,0,182923,21746,2890,291,195,242,58,156
71379,5213,2719,451,116,242,110954,8343,2770,427,313,372,51,156
78123,4993,0,523,49,267,112935,8202,1097,487,180,1072,54,156
121233,8695,1383,161,227,268,198217,13517,1773,105,368,590,50,156
173620,17146,2888,523,431,0,269740,27309,2016,438,417,222,54,156
41029,9605,0,197,256,0,63148,16527,774,253,203,62,50,156
77506,11663,1189,0,69,487,122064,19214,1360,146,297,693,49,156
79127,24710,1850,619,817,0,127559,41634,2173,492,783,645,47,156
59737,2310,963,52,0,649,105661,3455,1116,146,274,640,46,156
179677,9728,5086,558,815,187,283276,15214,3551,412,1001,792,57,156
32421,3117,2205,549,0,11,55519,4867,2931,365,322,575,42,156
73542,25849,0,104,0,0,106610,41015,1519,173,11,305,48,156
147692,11919,503,177,536,229,235066,20101,1443,240,519,431,55,156
38286,5994,0,466,641,0,64747,9704,532,306,441,25,41,156
44263,6824,219,760,46,78,69960,10985,611,570,591,325,44,156
200826,19921,2593,463,0,0,282911,29298,2390,273,149,479,60,156
29759,11141,305,0,355,593,51072,18675,707,42,311,745,40,156
189371,23434,2016,294,0,33,304885,39296,2739,326,250,659,57,156
77044,18243,5,80,577,846,60583,14257,1397,174,685,924,81,156
41070,7425,0,136,41,1079,71573,13800,764,277,669,1837,48,156
58986,5821,2335,370,263,99,50670,5257,1756,257,567,332,78,156
18247,4111,1722,573,290,0,23222,5030,2206,398,509,0,48,156
160843,19362,2514,326,0,0,251195,30500,2093,325,250,257,54,156
113482,8539,4691,650,0,0,177351,14252,3743,534,19,341,57,156
207920,7504,0,33,419,189,335762,13058,1027,107,836,506,59,156
502544,44561,3836,388,84,551,674840,64606,3201,323,286,732,74,156
57197,4171,123,0,781,576,59838,4178,2477,227,641,821,69,156
185792,9449,8692,995,16,173,291672,14125,7262,531,81,616,57,156
56172,8730,1083,106,0,89,48659,7609,1611,283,319,678,77,156
92467,8182,0,441,174,36,145371,13171,307,201,217,394,50,156
155315,10709,1297,498,457,0,233583,15963,1816,485,305,478,57,156
25074,3537,3288,364,521,0,31264,5072,3586,307,317,61,45,156
29405,7077,0,202,205,343,38376,8215,1517,223,239,561,55,156
42882,5184,4150,219,300,54,38647,5052,2730,151,303,537,66,156
39644,4342,0,269,0,318,58797,6627,361,176,60,549,52,156
114300,8659,5445,539,583,467,188463,15644,5286,524,453,558,49,156
154495,13257,44,319,29,240,250400,21951,1818,180,327,689,52,156
52719,9256,1938,300,8,0,90330,14698,2055,222,215,247,46,156
180782,23609,4135,703,346,0,253596,34313,2643,626,309,330,58,156
161787,11847,1367,297,0,0,279709,20007,1545,245,49,165,52,156
15661,4558,0,212,0,240,27417,8784,1552,152,0,961,35,156
40997,4725,0,224,0,845,50214,5027,952,245,291,990,60,156
39774,9520,0,496,521,56,39251,8782,1313,410,430,788,68,156
35814,9636,3638,313,340,0,62082,15323,2762,370,437,716,46,156
82430,15221,38,354,0,337,130491,24218,1811,317,255,500,50,156
22769,1273,0,102,0,311,28676,2221,0,342,56,542,48,156
175544,14786,1933,0,148,349,270134,22442,1144,164,147,550,56,156
226453,27885,4136,543,52,787,335877,42313,2492,401,367,536,68,156
132481,17014,0,0,661,867,200942,17665,1170,78,627,905,63,156
166363,20887,1514,202,918,72,236643,31151,2652,402,628,423,67,156
150182,39306,356,0,1556,0,145162,54432,1538,258,778,351,110,156
78519,6250,3668,153,77,316,121602,9189,3273,269,618,508,50,156
139153,18975,3293,426,315,188,231169,30927,4325,418,447,487,53,156
14234,3330,0,293,262,401,22956,4879,651,213,199,302,34,156
49403,4477,0,0,199,33,81203,7400,659,0,256,398,44,156
151191,26320,0,70,361,0,245920,43382,0,141,564,2,54,156
124749,35197,4652,350,0,145,176901,55279,3805,225,333,454,53,156
28097,5232,2448,184,665,171,45682,9304,1908,208,400,914,41,156
90048,10012,8929,710,1033,40,144806,17947,11402,1051,669,522,49,156
155520,11515,201,0,346,562,235981,16658,750,109,268,600,56,156
18146,4223,2359,646,476,318,26843,5453,3213,536,404,655,42,156
185980,7760,2369,597,1314,505,302556,11341,2749,481,930,507,58,156
238986,48999,0,196,311,0,382480,79070,934,67,409,93,57,156
112093,12820,2157,359,821,0,160832,18880,2600,252,619,596,57,156
33973,9818,326,203,448,619,60607,15281,1550,382,533,460,44,156
111763,12966,1264,148,0,0,169455,19699,1036,192,0,564,52,156
34709,5451,2193,400,0,910,36450,5647,2252,284,540,1540,58,156
69903,3836,87,105,147,904,107269,7637,1061,216,147,870,48,156
67488,5042,0,0,293,264,110512,7096,631,0,472,620,48,156
16453,2823,0,0,476,471,25332,3808,447,45,441,576,40,156
128449,13402,7160,505,653,0,194495,20111,9070,469,983,208,57,156
18593,1564,1415,194,135,83,23636,2788,1667,170,340,659,43,156
15403,3891,903,315,281,0,21046,5853,1565,279,325,823,40,156
137013,3577,3449,630,533,0,213940,6049,3053,411,410,468,54,156
71185,2600,2129,191,26,70,107933,5234,1902,210,176,1036,51,156
17473,2105,957,0,451,0,23454,3283,1066,46,424,335,44,156
102546,3948,2111,197,339,0,160353,7183,2692,166,239,837,54,156
133550,10107,1222,0,0,311,199157,14172,1036,120,171,794,57,156
25853,2830,2782,611,613,603,26092,2903,2175,369,609,744,59,156
64868,6305,5149,403,0,0,102736,10164,6367,558,499,622,46,156
168988,11760,2206,0,123,0,266289,18637,2296,22,307,744,53,156
147286,7410,1362,70,0,572,226050,11717,1690,241,207,1044,51,156
134120,9539,892,120,393,679,207091,14673,1708,290,689,735,52,156
51555,4009,4331,243,799,0,77784,7527,3852,510,955,606,47,156
223459,32369,957,209,559,0,331828,51662,2965,233,772,596,68,156
79962,8294,538,275,293,144,132152,12549,1529,163,508,726,51,156
26664,2316,3539,350,65,651,28779,3123,2632,306,173,806,57,156
293809,34189,0,23,56,0,486855,54271,432,238,266,629,71,156
156539,6474,3538,553,0,248,242918,11243,3175,532,155,952,54,156
