FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
155500,35435,0,268,0,622,243694,52706,956,300,3306,912,56,155
27816,3099,2017,434,690,0,39061,5847,2435,290,2278,274,40,155
143983,11215,3039,713,1434,397,211952,17267,2686,448,4267,625,54,155
46541,3658,497,118,917,5,73109,5419,1075,254,3352,482,45,155
220473,15147,1356,0,0,456,338268,22955,2354,81,1020,642,57,155
231825,17457,0,24,668,225,357383,25780,1907,208,2088,858,61,155
83203,4472,1434,56,0,0,119085,5819,2388,123,1865,321,51,155
50107,4798,0,95,1575,477,76419,9611,2420,183,3347,871,45,155
149255,25864,0,102,393,94,231124,39528,1966,83,3037,502,56,155
66308,6641,2116,0,16,148,103771,8658,3200,205,3240,540,46,155
65536,8986,0,565,502,680,103697,15221,713,540,2848,720,46,155
147177,28771,1485,403,1180,189,225873,43347,2710,221,1818,615,55,155
230195,24532,3451,503,585,311,334244,35824,2374,347,3295,769,61,155
197199,20295,148,0,1415,685,300965,30447,1495,120,1331,554,57,155
164372,10737,0,10,451,21,261409,16193,729,264,2454,150,53,155
146845,6708,4117,338,756,574,229646,8641,2454,343,1442,695,53,155
385921,32933,0,249,1135,465,578106,48717,1658,213,2953,426,66,155
438584,30308,1823,567,454,0,635493,43706,2464,338,1373,310,64,155
322739,18354,1996,375,688,656,495934,27027,2091,393,2870,834,61,155
67556,5756,1963,190,1014,126,101258,9873,1949,323,4018,536,48,155
60655,2806,1425,417,0,71,90845,5381,2299,444,2860,1548,48,155
294958,39020,0,478,0,642,440780,55228,1376,347,3007,699,63,155
305734,26111,0,37,0,0,459666,38502,1132,230,2824,244,60,155
81774,18660,3510,138,791,690,126597,29886,3066,98,2039,439,48,156
110654,15702,2513,91,1301,419,161115,22050,4193,180,3646,424,55,156
103508,16672,0,341,628,0,157585,24537,1685,251,2936,481,55,156
166198,17886,105,561,865,525,245962,26223,1609,738,1853,772,57,156
171454,7324,4711,335,727,99,257717,11596,2833,234,2568,251,58,156
137026,6879,0,219,0,0,213458,9188,980,336,676,261,54,156
89073,9583,3050,500,0,0,135587,14763,2995,444,335,449,52,156
465580,15838,0,0,0,754,685970,22276,1321,154,1638,505,66,156
101128,9975,1955,3,1984,0,154644,15778,2360,111,4263,548,51,156
192622,17918,921,168,222,0,297262,26795,2174,189,2752,150,57,156
118276,15978,2458,289,0,576,169985,24969,2566,307,2407,459,54,156
153829,21068,1837,148,146,348,224041,29802,2048,110,1602,722,56,156
181962,23593,947,21,176,762,267365,33446,2358,144,3660,560,62,156
263192,19383,1261,346,1858,431,378679,27980,3031,352,4721,599,63,156
92005,8086,305,283,1555,525,138561,12267,1583,240,2311,922,53,156
136585,14705,0,394,751,340,207346,22308,1486,235,1467,550,53,156
183358,10520,1877,62,0,509,270523,15648,2266,129,2057,621,58,156
369400,15479,1378,490,0,0,549780,22131,2284,399,2925,294,62,156
24258,4888,3368,533,0,346,37684,7885,2773,313,2311,495,39,156
112816,5249,474,374,0,914,160822,7480,1112,236,837,709,55,156
87525,6632,0,155,929,626,134572,11338,1536,110,3932,764,48,156
104703,8735,601,399,1009,0,162903,13383,1002,375,1009,289,50,156
238437,9945,1335,91,688,0,347291,14075,1924,266,1142,321,59,156
257010,13035,0,431,0,0,393373,19642,242,396,2252,450,62,156
117034,5922,1096,258,1171,85,178653,8344,1465,278,2290,289,52,156
162452,27761,0,68,0,792,249339,43663,335,119,2378,1227,57,156
137768,15826,1371,190,0,917,207979,23622,1230,187,1667,1003,55,156
125137,8301,2037,224,0,560,190857,12345,2313,342,1068,470,55,156
445318,19287,1380,194,245,0,645254,27991,2536,283,1898,647,70,156
146475,11697,3666,0,1507,0,216331,16971,2889,78,2640,0,55,156
296981,23231,0,141,0,296,449725,31842,2358,238,3004,907,61,156
148516,7350,585,232,0,1039,218269,10552,2909,408,1524,1370,54,156
89413,16699,624,564,0,0,135839,25311,3551,455,2365,521,51,156
82802,6853,257,183,0,710,119718,9895,3121,287,3051,550,52,156
75731,12917,3024,190,1710,0,109527,20625,3219,247,2412,546,48,156
134980,13619,3029,162,524,415,206137,20611,3719,210,1127,593,54,156
20812,2719,497,216,785,894,33866,4772,2777,97,1497,924,38,156
233258,35044,0,612,0,0,336252,51276,1570,377,2264,277,60,156
88967,18696,4054,445,1649,0,125877,27634,3486,458,3064,550,53,156
