FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
244019,17204,1538,155,381,0,383842,26496,1009,326,2633,1105,57,161
93744,6408,1484,243,0,130,158252,9832,1563,224,4060,566,48,161
178820,5466,0,0,1034,1006,301156,9721,0,17,1920,747,52,161
150989,7447,2623,448,47,737,254850,12593,1727,263,252,755,51,162
91549,15333,556,219,0,931,148770,26323,1667,158,2924,613,46,162
25027,5635,0,0,554,969,20155,6776,999,0,2156,835,67,162
60740,3375,1207,157,0,0,100555,5433,749,370,3261,363,43,162
66500,9617,0,0,1494,149,112093,15439,209,323,2930,1188,44,163
99664,7217,363,394,0,560,174120,11705,1304,230,152,774,48,163
79495,7777,625,0,0,1020,128514,12522,690,105,1877,846,47,163
80449,7840,410,224,587,0,136292,14314,1006,294,2674,131,45,163
98763,15322,362,0,192,116,166267,25471,1228,0,1041,884,46,164
96665,4507,1221,0,0,875,169474,7770,1541,131,4089,1249,45,164
170813,9695,0,240,1031,774,308013,17141,480,307,2773,1119,50,164
103179,16152,0,458,0,0,167753,26801,331,340,1197,355,49,164
38041,17930,1973,252,232,175,65247,29589,2599,215,3491,415,39,164
87417,3088,0,327,736,0,161715,5485,394,241,1137,0,44,164
62208,11669,1429,235,1115,474,112003,20554,1876,401,2858,418,42,165
171929,6152,119,526,0,301,294485,10233,782,421,3353,805,53,165
154397,9241,606,250,18,0,266566,12929,944,152,2157,457,50,165
44580,3716,0,101,0,0,80051,7336,523,402,2188,397,42,165
23741,2339,460,399,39,0,37421,4902,1279,305,3339,154,37,165
48397,6446,1972,126,0,0,76492,9151,1903,147,661,603,44,166
152591,5763,248,0,0,208,266378,9864,989,177,3542,702,52,166
381699,19382,743,807,1025,58,646220,29771,1010,500,3172,1281,59,166
152201,9876,1604,406,0,895,268997,15074,1829,269,1980,1296,50,166
52337,5194,476,176,107,80,84857,8306,1334,169,1946,637,42,166
72543,18339,0,283,793,338,116695,29188,801,127,1904,985,45,166
54887,7986,0,154,628,0,97202,13563,897,251,1706,514,41,166
109509,5273,0,428,0,0,186790,7995,912,326,1960,25,48,167
35263,12044,722,342,0,0,53858,20172,1406,381,3276,676,41,167
62659,4400,703,300,796,186,107920,6729,1423,220,2724,1290,45,167
26262,2176,957,261,504,0,44994,4052,1387,257,2642,0,36,167
47345,4113,510,529,224,385,80750,6793,775,349,296,681,39,168
88962,4856,1198,515,0,591,146578,6692,1120,316,1135,961,47,168
72795,4001,943,437,840,0,127137,6175,1018,264,2016,423,42,168
86163,4555,203,397,1961,294,144841,7352,1080,354,4410,416,48,168
107203,12958,66,384,467,0,188765,21573,231,581,2158,697,46,168
44563,5604,1108,0,425,0,72896,9901,1075,100,969,506,42,169
49695,1882,354,143,0,301,84764,4184,1186,113,1630,947,42,169
27406,4211,238,241,743,359,47619,8799,360,199,1927,903,35,169
37113,6334,2443,461,1154,0,62795,10768,1895,280,1752,727,39,169
20017,9442,1212,469,651,0,28670,12935,1267,241,3161,529,44,170
35586,7367,417186,39691,2371,0,60894,11249,425326,40387,3112,0,39,170
76597,3099,964,735,0,182,117531,4217,1196,472,2263,411,47,170
138305,3109,0,88,0,30,240736,3521,503,138,1571,650,50,170
105824,3833,542,0,1211,459,181439,6679,1286,123,3006,810,48,170
177094,8031,0,0,0,664,312118,12911,0,55,3228,1237,51,170
44213,4901,0,174,238,598,65827,8309,415,141,1128,1715,44,170
199337,15529,330,310,1855,87,326519,24727,888,533,5985,655,54,170
102354,3960,224,183,613,588,178624,5704,754,338,1799,844,48,171
79993,8164,401,31,657,1251,118933,13227,637,75,1291,965,49,171
109807,36874,1507820,144218,8431,0,122363,47553,1100954,106395,7517,0,61,171
194146,13631,550,179,1332,0,335656,22050,1764,193,3621,424,54,171
115269,3994,1415,113,1841,0,200552,5871,1457,246,3177,131,47,171
27472,4249,0,143,501,316,47859,6033,344,93,2313,464,38,172
35901,4760,941,0,0,13,62551,7451,926,61,1408,164,38,172
181034,8800,1975,288,79,263,300273,13430,1581,338,2206,588,54,172
84057,5178,1347,598,0,0,136311,8508,1414,420,2860,413,49,172
49928,8165,488,123,81,0,85839,13012,728,85,1571,365,40,172
29224,3044,447,391,716,0,50305,5738,500,375,2818,369,36,172
53806,4069,4,394,739,0,88157,6209,753,335,1226,785,43,172
129093,5195,0,423,0,1419,220841,9368,178,221,954,1077,49,173
43605,5935,1526,260,0,369,71478,10415,918,374,878,593,42,173
63926,12039,636,0,650,511,112756,18987,1161,38,1961,796,43,173
125154,6544,994,283,0,144,203352,10794,1471,232,1605,956,51,173
467982,17195,2023,709,860,0,796850,25986,2340,402,1446,582,61,174
78135,5041,860,171,803,676,129351,7997,842,137,1024,878,47,174
86532,7731,1356,37,454,207,149240,13217,1668,141,3498,621,45,174
63832,6058,0,433,823,80,105538,10005,1271,234,1857,621,46,174
236266,8280,494,93,0,0,385031,12590,1019,188,3224,599,56,174
134193,6424,631,405,914,574,225030,10358,1273,295,1565,647,49,175
52148,2480,290,0,767,0,92747,4285,1133,18,1269,516,39,175
75743,5907,1871,241,0,0,102328,10621,1549,308,3400,486,49,175
139781,11525,992,59,1321,1141,227342,19274,777,326,1313,930,55,175
69797,5091,1563,254,0,0,119004,7358,2103,264,2427,475,43,176
136714,7948,1878,180,966,494,232360,13291,1518,326,1919,642,49,176
240820,23009,807,257,0,224,389982,37110,997,224,1214,474,56,176
21220,3239,129481,13877,734,0,39378,6110,139258,14957,901,81,34,176
140099,3949,1062312,106118,5073,0,211073,5773,966206,96523,5453,0,53,176
118355,12424,0,383,1155,216,196698,21504,275,166,2431,393,49,177
88634,5282,0,536,0,778,153831,8885,94,451,1062,1298,45,177
92697,4978,0,0,1827,374,161463,8784,630,24,3650,553,46,177
71306,6914,2368,423,0,226,116827,10837,2124,230,3957,536,45,177
222509,9003,801,294,0,404,365295,14262,1155,185,834,570,54,177
62449,5666,0,565,889,0,103956,10111,1339,389,1545,310,44,177
22150,1968,643,280,694,777,36823,3300,1159,170,3113,982,34,177
95999,3674,1077,76,0,618,163104,5260,1541,280,2808,908,47,178
105338,5084,857,370,879,449,180089,8447,841,466,1616,957,48,178
75158,5221,767,171,1352,17,127753,8188,1091,415,2589,272,45,178
28144,2169,0,269,636,0,46173,3960,792,276,2082,71,37,178
23207,4318,0,93,431,0,44360,8295,794,157,1494,96,33,178
63565,4370,685,0,1029,0,106951,6994,534,0,1437,94,43,178
173803,15286,961,138,130,106,297730,25009,1363,118,2758,558,53,179
27779,1350,0,375,433,68,48879,3287,552,241,3265,143,35,179
56496,14854,262,249,159,0,63304,15862,882,315,2847,746,61,179
121588,15529,706,349,0,425,197993,23517,797,294,1486,741,50,179
78634,3464,795,548,1191,227,129148,5957,1741,346,1091,422,47,179
88516,11341,3005,760,999,664,151211,18357,2181,731,3686,954,46,180
114025,6715,1120,151,723,512,187064,9801,918,133,3533,1146,48,180
32148,2725,1333,18,55,0,55478,4328,1526,71,2218,117,37,180
91808,3207,0,0,0,77,146628,5050,674,0,1404,382,49,180
147404,8431,774,221,0,246,245030,13257,1463,245,1774,508,51,180
82115,4983,0,171,0,0,139167,7762,340,192,1075,672,47,180
50847,4695,923,152,418,0,84425,8989,1178,70,4006,103,43,180
153295,9146,1403,0,1769,0,253576,15418,1407,134,4094,173,51,180
149552,6494,1636,241,0,1036,253454,10266,1174,203,1129,1239,52,180
113750,4290,14,28,0,577,190951,5529,731,83,1548,666,49,180
41845,6185,1309,296,0,145,67710,10134,1717,234,4536,845,42,182
72821,5331,604,0,0,0,119730,8278,785,0,2221,419,46,182
25898,8955,1376,497,0,100,28485,15074,1165,357,2492,662,50,182
45428,6935,0,325,571,0,73929,12534,688,172,1196,279,41,182
27371,5714,659,257,176,961,48199,10509,1310,356,759,981,38,182
36075,3324,0,360,794,0,62977,6470,1269,311,2559,370,40,182
185052,7130,0,249,730,1578,299139,11746,206,167,966,1274,53,182
72744,4557,0,199,1686,253,119506,8354,234,179,2976,1042,45,182
126197,10192,276,428,0,543,210699,15590,1260,202,2273,1499,49,182
159695,9739,122,45,705,0,271183,16090,436,177,968,301,52,183
177721,10283,0,257,1045,0,290989,16874,71,167,2007,344,53,183
101120,5325,1074,121,1492,259,166556,8785,1266,187,1893,552,50,183
44233,2957,952,93,0,0,73222,4408,1426,246,2226,349,41,184
49589,2345,0,229,356,0,86079,4089,627,236,2463,959,41,184
18761,5156,0,201,0,311,30176,6578,682,166,1968,880,38,184
172641,14604,817,355,1881,0,284721,23181,1650,220,1963,328,53,184
41189,3263,0,229,1261,10,70272,5923,716,370,4054,840,40,184
57132,3176,0,250,1012,639,89128,5768,951,231,1217,1685,45,184
83855,5459,1008739,108811,4051,0,131399,8674,949826,102750,5661,0,52,184
26467,3016,0,321,630,94,45526,5027,579,153,1347,471,37,184
100712,14688,0,45,710,774,172049,24677,773,145,1866,977,46,185
62233,5395,1074,81,0,242,106083,8871,1794,166,496,315,43,185
78271,6468,0,0,1658,0,133211,12188,299,17,2804,109,44,185
72247,14228,599790,56985,2277,0,119158,24138,597576,56724,4905,0,46,185
120855,37591,1809283,182670,9470,0,159664,50395,1353890,138666,7842,0,61,186
70285,5296,0,149,1483,0,114099,8874,517,144,2973,687,46,186
77599,3036,1748,179,808,0,130059,5667,2391,269,1349,186,46,186
85481,12103,0,386,2265,422,145184,21818,1515,370,3230,1319,47,187
54179,2032,636,158,900,55,92120,4297,2081,130,3630,552,41,187
35687,4337,82,140,55,0,59609,8396,1324,97,3139,40,38,187
181794,10958,1557,451,0,362,290930,16301,1455,217,1215,858,57,187
143001,7874,654,0,1949,0,232139,14466,1357,0,4182,288,52,187
49247,6668,1153,511,693,681,79529,11186,1297,301,2374,1346,41,188
56036,4191,0,38,0,77,91801,6129,127,100,667,433,45,188
76192,3429,0,330,637,0,130271,6556,1083,371,3099,467,44,189
30684,2244,1218,293,1308,801,50185,3572,1912,254,2590,568,39,189
84762,9454,565,77,1658,207,135505,16143,2238,64,2521,969,48,189
133299,6563,3927,494,631,0,217425,10402,2846,333,3525,460,55,190
220422,22212,1147,319,514,705,373043,35376,1311,227,1204,1359,52,190
409944,21197,2356,0,21,0,694268,31698,2134,44,2106,991,62,190
29070,2255,334,224,0,438,48595,3292,1319,164,1850,449,40,190
57973,8701,755,233,473,83,94475,14433,886,238,2531,584,42,190
102464,9359,909,402,625,0,170102,15578,1682,420,1409,955,48,190
50936,11689,364,272,202,902,86293,19564,726,243,1144,819,43,191
82563,9168,990,333,1311,298,135636,14988,941,307,3191,1033,47,191
32740,5939,0,63,1555,302,45722,6999,527,85,2782,810,47,191
36398,6095,411,355,656,0,61147,9876,774,244,3086,569,40,191
98599,9175,275,380,255,0,164242,15064,1223,377,2312,1177,49,191
84806,5306,1823,90,0,424,141603,8788,1973,183,790,1429,48,191
27388,3003,1021,341,388,0,49765,5495,1139,333,2954,536,37,191
114478,3465,0,15,0,0,189121,4998,256,140,547,445,51,191
94180,9886,1235,254,0,0,142678,15606,1175,290,475,215,51,192
77802,28883,366045,42903,3432,0,122648,43553,352381,40994,7288,0,48,192
33495,4340,593,34,0,273,52925,7456,1682,70,2236,508,39,192
104900,7496,1254,0,468,0,177155,11977,1012,42,3230,0,47,192
114937,7277,345,76,292,906,195857,12448,953,188,943,1014,47,192
144872,9608,0,1,195,0,245540,15573,251,156,2129,548,51,193
75681,3770,1020,352,0,791,118547,5662,1765,262,1422,1398,47,193
110920,4415,1021,0,703,0,193718,7577,756,0,2239,101,46,193
65177,3953,113,434,0,0,106299,6978,900,417,2977,489,44,193
63067,3076,626,225,0,0,97105,4518,1200,187,2341,143,45,193
136731,3097,0,0,773,0,229557,5475,1535,0,2149,365,51,193
98869,5535,446,216,419,0,154836,9778,1719,195,1195,601,49,193
80463,4679,0,394,1351,430,133377,7903,548,285,2632,784,47,193
47656,17565,321895,34552,2319,0,77094,28929,321568,34259,2390,0,41,194
22904,10590,148054,16044,928,0,37708,18657,151082,16609,2253,0,38,194
84072,14940,0,0,0,422,134274,24140,266,83,1401,1041,48,194
114911,3852,0,0,556,1181,195678,6427,467,66,1215,994,50,194
190282,10790,1201,185,2259,0,295207,16914,1156,160,4638,993,56,194
24782,2134,0,179,1012,21,45655,3645,0,209,1775,480,35,194
112664,5108,1011,272,0,0,189052,8278,937,371,2920,726,50,194
20090,6048,128071,14399,759,0,32464,11128,135025,15088,3445,338,35,195
124417,11116,293,366,1378,331,200609,17963,550,165,3952,589,51,195
62297,2903,775,191,445,1118,107716,5016,1187,185,1971,627,46,195
42207,2649,514,433,21,0,69501,4786,1341,316,1972,175,41,195
44879,6962,1821,503,0,134,72777,11212,2084,354,2724,669,41,195
17577,2182,0,4,64,890,32969,3523,452,110,2005,993,33,195
81940,6260,0,0,0,0,125515,9042,1185,129,800,274,49,195
58864,20055,126,0,999,243,101053,32380,1574,94,1392,1022,43,196
45613,3681,1593,416,144,0,76048,7038,1038,240,815,484,42,196
29437,4435,1053,601,0,321,45005,7157,842,570,3213,857,40,196
71775,8743,0,99,39,0,117645,15047,1481,141,1177,781,44,196
56570,3585,48,308,72,376,90935,5978,1251,330,1739,1179,44,196
77599,3345,1803,152,782,49,128664,4823,1320,231,1049,651,47,196
181199,10506,1898,207,1208,866,298141,17327,1749,149,1386,635,53,196
247044,13036,491,269,319,558,427578,20836,1688,326,1144,1475,53,196
62928,11207,914,120,2238,1194,100854,17984,849,263,3792,1406,45,196
53321,2719,399,324,773,0,86036,4611,650,235,2010,108,43,197
94865,12748,1233,266,694,430,152421,20347,1018,192,912,863,48,197
32944,13890,1966,266,0,920,24231,9989,1623,241,2905,488,80,197
146825,7708,1341,409,0,0,245891,12380,1089,210,2446,241,53,197
80233,3976,0,193,0,140,133289,6423,1319,260,1783,1046,47,197
142791,6694,1054,271,1841,439,229884,10106,1131,195,3414,670,51,197
71261,7701,0,208,1380,0,113764,12363,533,134,2853,281,47,198
22426,5494,236794,26745,986,0,37089,9454,243969,27390,2463,468,36,198
61874,5003,1200,411,1592,360,93467,8297,1469,259,4533,1178,47,198
143542,6441,1223,0,282,299,228884,9110,1603,84,4640,1158,53,198
127499,9487,838,225,579,900,200848,15288,1566,197,671,1358,50,198
146485,12311,140,149,0,1199,240755,19955,1082,224,2443,1085,53,198
35095,7311,0,458,739,0,56481,12115,1331,281,2134,585,41,198
311719,15551,3174,790,1343,1224,514530,23691,2943,410,2799,1051,58,198
223207,6358,484,0,0,152,380846,10366,1363,282,1977,418,52,198
105546,4548,0,129,976,342,171338,8363,1197,184,1647,552,50,198
154892,22579,0,0,0,0,261134,36358,170,96,1272,752,50,198
117180,8435,1819,321,1039,0,179578,13709,1221,352,1372,644,52,198
76767,4421,0,126,467,117,128126,6323,830,230,1056,382,47,198
38903,1266,0,34,0,0,61312,2740,1277,81,1533,418,42,199
125419,7686,528,688,0,752,207706,12065,861,448,2056,934,50,199
21573,4704,1633,617,0,0,40911,8779,1711,450,1140,522,33,199
130005,5256,422,596,195,458,211211,9504,1039,309,1516,565,51,199
60116,7420,662,0,657,0,98254,11713,1394,98,3050,107,43,199
111561,11404,486,219,0,480,184220,18509,1392,185,1393,420,50,200
51880,10133,2180,272,86,2027,90622,18199,2037,177,716,1762,42,200
55432,9599,237,98,1792,307,96568,16838,809,388,3459,396,43,200
60501,10474,705,65,0,202,103649,16807,737,102,508,607,44,200
43130,19622,1071,188,524,42,71388,33240,985,197,1019,368,39,201
53948,6736,809,0,1477,31,90850,11661,1068,94,1955,813,43,201
100357,10289,0,23,0,337,175029,16940,424,65,1603,916,48,201
130260,7988,1199,375,0,0,223722,12347,1365,340,2994,605,50,201
124343,9748,1986,129,1157,241,198887,15891,2028,173,2860,496,51,201
65642,3574,683,370,0,0,109366,5366,729,295,1067,410,44,201
15893,3403,546,0,156,187,26464,7047,916,7,4712,279,31,201
135006,3631,290,0,0,197,223930,5609,930,153,412,980,53,201
24595,2130,138,21,642,0,42441,3648,422,99,1735,741,37,202
235904,13623,0,154,926,551,389847,21215,935,182,4542,923,53,202
130813,33342,2607,227,639,1377,169388,43360,1860,260,941,1480,65,202
163985,7233,206,14,1673,0,273983,12183,615,146,3296,614,53,202
142814,5778,0,0,0,0,242509,10749,570,89,1090,620,50,202
132740,6601,1347,185,687,0,216204,10579,1711,135,1076,265,49,203
70230,7409,587,361,52,284,115974,12484,905,276,4105,1031,45,203
151157,6607,1031,79,599,0,242442,10847,1121,227,846,296,53,203
74373,10908,829,51,0,0,123665,17015,878,152,2179,64,43,203
368356,14156,3107,384,256,74,597888,21471,2419,246,3600,443,58,203
280994,27043,2482720,248885,13232,0,421710,38610,2144640,219125,12839,0,61,204
28340,3529,1367,0,339,0,50455,5718,2206,0,3076,0,38,204
115819,12037,3187,286,585,218,179089,19264,2169,151,2895,704,52,204
78416,6418,1084,151,2327,770,125497,11185,978,253,4691,839,47,204
61503,16306,653,0,914,506,96698,26095,1350,124,2411,893,46,204
48379,6090,0,71,0,0,74973,9944,612,202,2951,482,45,205
64146,10242,636,439,0,212,101329,15055,1807,306,561,835,43,205
65768,2412,0,221,1174,360,107124,4424,334,181,1481,324,46,205
157508,5968,335,397,0,794,237655,9955,842,311,2539,1065,55,205
237646,7427,558,444,0,2081,390443,12177,2095,329,1778,1964,60,205
39080,10185,26,76,980,0,39150,9465,1141,288,3352,219,62,206
78301,3390,894,285,1317,88,132336,5881,999,263,1285,918,46,206
69489,15996,525,0,859,51,111952,26248,870,230,1287,623,47,206
85087,7033,1017,590,56,747,143103,11444,1933,426,1178,1218,46,206
157925,7875,577,0,328,1033,240272,11620,914,226,2920,929,59,206
128870,27841,1059,246,0,207,210729,43059,1353,333,2902,1127,51,207
187986,24919,2199,146,853,310,302029,38282,1176,196,2471,827,56,207
40685,8930,271369,27345,1258,0,67733,14423,270665,27003,2116,0,41,207
73427,6206,1201,135,1105,0,122222,10678,965,167,2791,0,46,207
68181,4541,1381,213,0,0,108200,7286,1866,134,1458,331,47,208
103979,6680,0,328,2354,0,175344,11900,395,198,3328,762,46,208
69535,6278,7,565,1547,580,110147,11728,504,403,4969,835,46,208
225068,17405,1682,561,1414,787,384429,26776,2207,393,2500,1094,52,208
169602,14428,2052,137,0,343,221045,21021,2489,184,799,637,61,208
129724,4474,248,369,169,5,218087,6857,971,226,1628,786,49,208
27306,6887,1394,289,710,15,23784,6197,1668,413,2946,710,67,208
148108,9555,1521,325,0,1417,230679,14253,1482,178,2129,1543,53,209
67066,9406,0,336,1480,0,99813,14557,778,261,1781,10,48,209
412534,23027,1338,431,599,399,678914,33576,1208,284,2536,613,62,209
47256,2366,593,129,1792,213,76267,5557,1352,70,3370,665,42,209
20668,2244,0,296,0,0,29544,4025,341,281,1956,1362,37,210
52689,2214,0,441,999,0,82372,4624,1734,313,1201,11,44,210
22024,2844,546,141,351,839,36926,5664,1271,86,2619,1556,36,210
69425,3878,1047,43,158,0,116738,6254,1198,140,2049,952,44,210
244616,19051,411,303,644,0,390172,30949,893,151,1968,508,58,210
97207,4428,682,0,0,0,166860,7464,1139,206,2789,707,48,210
181510,13371,868,515,648,15,292955,20757,1244,466,1973,489,55,211
151375,13925,2390,0,133,24,244295,23074,1810,88,2170,769,52,211
149528,9514,567,127,144,1140,248326,15860,792,118,2629,1243,51,211
150089,7460,0,699,1138,626,237810,11794,883,548,2885,544,55,212
209245,12892,1767,0,381,614,343884,19603,1807,253,2359,1688,56,212
32561,13966,0,249,0,13,53262,24056,0,232,8,645,38,212
19923,3173,0,140,934,0,26285,4584,315,262,1701,149,45,212
90213,10275,1255,303,770,255,149241,16736,1350,286,2789,839,48,212
23083,4819,620,166,1119,563,40551,9453,1519,219,2034,1032,35,213
285377,28599,1613967,161440,9241,0,445341,44954,1506715,151826,7446,0,58,213
70155,7191,459,48,339,59,112061,12659,1294,109,753,1057,46,214
97736,8591,546,433,0,652,156801,13632,1068,415,1368,831,51,214
88785,8518,683,400,258,0,148695,12578,1357,326,2266,547,47,214
52361,6428,271776,30037,1298,0,83276,11274,268269,29006,3745,0,44,214
27910,4663,1905,464,0,142,44719,7513,2265,507,2467,1081,41,214
54556,13398,452,93,0,0,82657,21458,1377,136,2529,563,46,215
137677,12806,31,369,0,0,226614,19610,432,564,2667,0,50,215
48380,4271,981,277,184,974,78439,7514,1161,351,2349,1006,43,215
69871,4380,993,110,98,289,119686,6891,1644,146,973,949,44,215
139278,8511,354,222,645,8,220501,12361,2112,161,2028,132,56,215
78157,8971,644,21,0,430,129326,13778,918,188,2373,803,47,215
77026,2252,641,62,198,0,130267,3845,555,91,1505,197,47,215
164690,6891,421,149,931,0,266097,10770,1138,138,920,286,56,216
26134,2792,1381,280,494,509,46298,5164,1496,290,3986,495,37,216
67333,10557,1624,216,991,306,105950,18676,1728,297,1407,682,48,216
135189,9358,1400,28,561,0,224637,15336,2818,252,1659,230,51,216
170801,4659,1818,610,525,771,285991,6892,1707,438,2722,1615,55,216
96233,15153,1402,102,0,641,160275,24669,1650,341,1095,714,49,216
33011,23987,0,123,93,847,56908,40393,511,223,1857,1272,39,216
136340,10690,1618,0,0,254,216483,16826,2184,93,1341,1392,52,216
209060,19353,3122,160,0,0,328978,29080,1812,263,2928,623,57,216
118405,26505,2314,400,0,1227,75234,22402,2425,648,4039,808,106,217
33331,5136,751,191,725,711,50449,8945,1563,289,4656,723,41,217
70164,4277,2189,0,1140,0,116833,7100,1700,90,1502,243,45,217
84015,5662,1549,76,951,799,132178,8760,1558,321,3317,1630,48,217
66276,4596,1295,441,268,475,107635,7390,1693,583,4125,840,46,217
203206,18094,2474,551,799,732,310966,26268,2584,283,2944,1042,61,217
29601,3259,753,129,825,0,51281,5313,1413,260,3857,696,37,217
42070,4732,1319,363,1138,0,66360,7958,2012,263,1747,269,44,217
100679,5655,1069,0,1640,0,172079,7994,758,0,1643,80,48,217
56231,4817,702,364,0,0,91987,7933,829,200,2198,128,43,218
115030,15705,0,0,273,0,193066,25272,1275,40,749,728,48,218
138143,9378,2756,392,534,121,212366,14289,2023,310,1157,799,53,218
102529,5492,877,501,542,838,165930,8823,1332,396,2771,510,49,218
199324,12284,1394,296,1289,0,311218,19312,1129,269,3001,682,57,218
82797,6114,405,289,2602,863,130736,10159,1231,237,2965,1352,48,218
62957,4419,1024,173,914,0,103541,7780,937,134,2996,704,45,218
54604,8444,0,430,536,990,85058,13432,393,268,1666,1039,44,218
77001,7828,0,336,0,1447,121504,11564,980,221,915,1069,48,218
19566,7994,247,531,0,126,32940,14816,1500,332,2330,704,33,219
50054,7914,2052,176,0,401,83126,13768,2477,188,4055,571,42,219
142845,9699,1162,196,624,188,233673,16308,2108,241,1014,359,51,219
67889,5440,814,168,258,906,116154,9316,1500,216,807,1431,44,219
48447,3432,0,48,207,0,84325,5179,628,245,2766,781,41,219
94651,4099,1780,137,1500,349,151008,8524,1540,210,3310,496,49,219
49841,9899,633,88,0,102,81116,16191,825,359,1904,517,42,220
25683,1403,847,9,742,0,45881,2221,1147,334,3661,226,35,220
233686,8366,1088,0,0,243,381476,14098,2147,0,3897,543,57,221
112535,5411,288,336,0,841,177867,8234,1325,314,55,587,49,221
106210,9071,0,56,0,1149,173929,15913,533,217,2424,1289,48,221
92189,4468,640,222,0,97,155936,7458,922,256,1017,448,45,221
55325,4500,721,0,104,570,92937,8212,1956,155,1262,1018,43,221
52133,3996,578,339,416,0,85445,6897,869,228,2179,151,42,222
44074,8342,734,166,671,707,68611,13008,2272,192,1568,932,43,222
146186,8657,0,0,261,0,233092,13128,835,0,2403,223,54,222
102534,3724,1635,107,304,0,168900,6162,2496,280,1137,205,49,223
49405,3871,1230,0,1458,0,78551,7306,1814,10,3826,877,46,223
96035,16193,1193,91,393,0,154478,26015,1538,128,2631,557,50,223
53067,5725,0,706,530,844,85445,9561,1073,503,787,616,45,223
82085,13099,1035,629,1965,0,133269,20776,2328,356,5168,852,47,224
102580,5861,714,367,0,664,173289,9278,1094,348,1608,671,46,224
26256,5671,309,526,215,0,45805,9802,606,374,2253,0,35,225
80339,8745,1423,384,524,0,134030,14201,1624,431,1093,259,44,225
114571,6548,1277,657,983,838,195992,10548,1292,438,1875,1641,47,225
25577,7263,844,132,0,271,41100,13483,1115,148,3584,355,36,225
117038,5679,430,367,375,0,186518,8447,1792,377,4738,90,51,225
42046,3659,1041,0,1126,0,66148,7399,2221,141,3553,743,43,226
71725,8548,0,364,0,769,118884,13256,1058,479,3022,1055,45,226
171053,9635,0,567,810,30,287810,16193,719,369,2396,1006,51,226
34249,3506,979,120,0,0,50284,4714,1875,117,2338,240,42,226
84846,20014,1566,224,562,834,137117,32365,1672,427,2369,1334,48,226
55758,4800,1335,29,0,0,94048,8022,1155,221,2842,1056,45,226
137425,5702,0,274,1135,235,235053,9218,632,422,1313,804,50,226
51716,3488,462,194,974,109,82724,6667,962,139,1197,585,44,226
27976,3867,0,0,0,748,47104,5760,1181,0,2008,1361,37,226
175813,10384,2168,0,871,0,287301,17136,2072,130,1758,329,52,226
177091,21452,1439,400,0,363,294566,33440,2407,206,606,694,54,227
70401,4721,2128,470,0,151,114215,6519,1923,360,2779,244,46,227
100740,7881,1684,486,929,0,162636,12722,2052,199,2782,583,49,227
145145,12423,0,414,787,867,242604,19800,1553,230,1721,1413,51,227
104901,15595,2283,637,748,2048,163513,23813,2832,443,1895,1487,52,227
