FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
327645,17819,0,0,680,519,484637,23965,921,275,2428,892,66,154
28580,10163,5010,193,0,0,44552,15781,5157,244,2745,619,40,154
257123,15291,4187,472,0,0,390631,23128,4814,408,1483,1011,60,154
99009,6626,0,0,2719,607,156359,11126,2930,155,3227,796,51,154
336097,16175,1353,90,1813,0,514257,23310,2873,355,2120,188,62,154
122419,23695,3669,54,421,283,177050,34435,4580,291,3366,643,53,154
86653,22801,374,0,0,0,133493,37046,2555,117,4161,710,49,154
56754,8246,3252,969,782,0,84721,12809,6188,707,1526,363,46,154
79841,2624,2968,441,399,0,118601,3289,5845,925,3008,276,51,154
72428,6069,1739,469,433,128,119217,9418,2041,490,859,795,46,154
156996,8279,0,356,660,0,229337,12453,2690,387,2067,25,57,154
25394,2382,3083,241,828,0,37015,3361,3269,205,2066,820,40,154
178300,7683,1129,405,747,21,275306,11712,3220,342,2549,425,55,154
64592,13910,5230,17,1331,24,96193,20970,4008,115,2763,1020,48,154
123223,17943,0,587,93,0,190360,26672,2127,417,2719,790,55,154
97878,6127,1336,1190,0,1061,155323,9699,4475,859,883,1309,49,154
59977,10211,0,0,0,74,91406,15399,501,303,2009,252,46,154
176273,13035,0,0,562,0,259963,18842,3589,485,3107,870,60,154
33728,2368,462,480,0,75,56167,3796,2259,537,1252,708,40,154
130186,6535,0,0,1723,0,208077,10283,984,282,2155,201,52,154
219002,14775,0,369,0,690,343432,21630,1777,333,820,1068,58,154
277413,14158,0,0,0,1383,412878,20172,3089,44,2798,1224,60,154
143582,8703,1124,82,0,512,206944,12435,2456,377,1053,1374,55,154
52898,4088,0,24,590,0,77715,6196,0,180,1264,123,46,154
100892,10270,0,10,1108,0,161574,16106,117,244,1927,362,49,154
60730,2393,0,411,960,558,98756,3828,389,538,3570,1075,45,154
93991,2923,0,51,1071,0,140906,4426,4156,208,1265,1019,53,154
55707,3625,1202,0,1288,0,84130,5461,4192,0,1999,859,45,154
201506,8802,2264,394,0,0,293057,12641,2851,299,1659,647,59,154
183105,4935,0,15,247,716,285907,7222,2038,298,3716,1422,57,154
88294,15059,0,176,734,751,125275,21151,2211,391,2874,768,52,154
73538,13124,0,0,0,0,120135,20888,4168,394,1484,204,47,154
286315,39802,0,7,10,0,283458,31459,2512,379,1643,486,89,154
245816,29514,3113,151,453,637,381536,46540,2547,197,3380,735,59,154
166285,7290,504,470,1517,521,258462,11939,4537,566,3706,733,55,154
183736,17977,1281,0,252,2116,270853,26728,2967,181,2025,1217,58,154
81221,9982,0,0,2165,0,117942,15839,2839,185,3635,337,50,154
107603,6940,0,433,189,592,173352,11096,468,610,2672,1382,50,154
111815,6859,0,0,0,0,165915,9471,3045,327,2201,499,53,154
58373,2582,0,158,155,432,92385,3706,760,323,2350,1053,47,154
136421,13723,3010,169,0,0,192273,18011,3594,335,3205,1321,57,154
130641,23734,0,0,116,719,207870,37043,3191,444,1650,962,52,154
127872,9262,2973,637,445,0,204826,13362,3612,294,1214,732,52,154
109804,18471,3479,818,0,0,171046,25948,4605,572,3357,129,51,154
200553,23180,0,0,0,393,317215,34905,1134,218,4605,1231,57,154
117114,6416,3747,238,561,358,182232,10359,4248,364,1727,721,52,154
40675,12837,0,0,0,207,66850,20238,1646,437,3081,470,40,154
91491,9115,1390,0,341,654,130547,13552,3635,213,1353,788,52,154
51822,2799,2374,0,1580,299,80350,4833,3022,184,2857,1473,45,154
64834,10397,1879,0,0,11,97779,15350,2248,161,2392,915,48,154
274779,18707,0,322,0,140,406180,27365,630,347,3001,1543,65,154
273302,35568,0,0,227,508,405166,50880,3409,262,1445,1481,60,154
166380,10608,0,358,0,0,250510,16193,1695,390,2753,1601,57,154
153374,11916,0,361,0,117,234407,18254,1779,634,736,811,57,154
299761,25622,2960,0,1403,220,456911,39289,6571,242,2185,642,60,154
199176,27509,3533,190,928,910,302185,40506,5014,381,851,866,57,154
174373,19932,1997,120,1100,575,261642,30543,5858,353,3298,1079,59,154
102309,9170,3350,481,602,0,154726,15619,5407,437,2749,915,52,154
43565,6708,3471,586,1893,513,63778,11254,5282,780,2455,1150,45,154
335687,19759,0,0,1412,577,515712,29618,3367,117,2759,1259,62,154
204552,24059,6596,1011,528,0,298953,36724,5188,682,1469,828,58,154
95644,9643,0,595,282,129,142480,14318,5162,614,2082,848,52,154
190589,14701,0,0,0,0,303895,21681,2425,95,1264,512,56,154
50804,5960,2564,180,0,0,77356,9235,3533,420,398,472,45,154
90488,4055,1568,238,0,0,142081,6784,3534,490,1966,362,49,154
95860,14756,0,81,1060,27,139551,22489,5699,313,3962,545,52,154
58170,15360,0,0,1188,432,94072,25820,1334,199,1610,1042,45,154
119658,18591,1722,0,1111,0,170424,27570,3739,236,3565,333,54,154
65527,5027,4894,180,906,2229,98807,6602,4463,468,1623,1623,49,154
47401,7161,0,0,0,100,74820,9911,2409,73,1357,750,44,154
181406,18930,4065,0,0,487,277166,26899,4804,271,785,1132,58,154
39020,3110,331,257,268,0,59439,4176,3922,395,1618,674,41,154
269394,29554,2450,662,264,0,397033,41515,2868,481,1910,405,64,154
110430,7079,2124,709,2258,182,173651,11942,2618,680,4115,571,50,154
150060,15497,2334,0,356,0,233964,24193,3466,176,3088,1413,56,154
241743,24157,0,0,72,151,221217,23408,3768,446,1871,1281,102,154
71961,4231,603,0,0,0,118178,7319,1864,112,2169,851,45,154
32842,1751,0,402,0,435,54670,2842,2296,341,1367,661,39,154
66480,4557,31,0,96,1207,98949,6195,2191,314,2176,1156,49,154
