FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
297233,35946,0,85,0,992,430945,53144,528,113,1039,1064,62,155
102836,7328,395,241,398,203,145625,9795,376,257,3052,486,53,156
87418,10234,62,4,645,0,120641,14814,271,51,2994,612,53,156
156818,18925,634,43,0,0,216079,28138,401,113,2885,1065,57,156
547712,25707,309,74,1447,0,763745,33208,394,133,2075,189,72,156
86594,10986,181,197,147,227,141641,17120,351,115,2290,916,47,156
107835,13203,0,20,490,1259,160164,20221,195,62,1218,1359,53,156
54857,4117,309,300,41,0,84917,7735,699,218,2778,307,44,156
86157,8479,186,403,707,0,125615,13285,398,166,2050,526,52,156
26753,3517,0,165,421,0,35034,5608,69,93,934,93,42,156
80733,10061,317,441,1231,0,117298,15097,244,216,2179,181,50,156
133699,5930,130,258,0,0,199194,9248,493,267,3334,85,53,156
79683,8411,107,26,273,0,114608,12455,226,15,1262,90,49,156
74104,6963,263,0,276,91,104291,9852,202,175,1695,509,50,156
36483,5123,632,219,0,868,57123,8297,583,83,856,1154,41,156
139518,22681,317,289,0,0,204992,34033,255,146,2726,374,54,156
60307,6745,496,211,0,161,89472,9891,405,151,1959,524,48,156
144592,5788,415,0,0,408,212827,8543,258,27,1415,1414,55,156
154456,7522,103,229,0,498,240330,11426,141,217,582,869,53,156
87107,6496,267,219,957,600,132275,11112,324,73,2824,2284,51,156
47340,11374,0,166,0,0,68740,16772,5,71,1785,320,47,156
68113,5516,276,132,0,0,104874,8507,370,114,3458,868,48,156
375061,19139,94,0,0,0,550097,26526,301,91,1179,347,65,156
59737,4882,551,151,0,0,85060,7753,354,30,2403,887,49,156
34802,12150,0,14,0,555,41069,17538,0,45,2923,1111,49,156
147749,11466,186,277,0,0,222282,15374,416,198,1542,766,55,156
55581,6174,152,95,1331,0,78477,8532,175,116,3036,275,46,156
230205,17016,1035,0,820,0,306691,19317,507,43,2777,298,95,156
328773,15623,0,0,505,474,484231,23102,211,16,1632,691,63,156
77150,3061,55,240,1265,156,113912,5838,166,110,2391,846,50,156
76716,8886,184,0,1046,0,113568,13569,148,72,1228,923,50,156
51644,11228,194,18,837,37,79067,18041,328,68,2445,656,45,156
324531,8582,348,110,518,0,449686,11740,284,71,1815,1315,65,156
124187,11703,355,98,456,0,182928,17247,327,36,2013,646,53,156
44731,1847,396,218,1796,919,68539,3822,424,161,4586,992,45,156
132561,4962,771,381,846,388,194148,6590,437,191,3404,833,54,156
64903,7094,583,414,582,612,96238,10576,317,317,3445,1709,48,156
