FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
116112,4011,934,534,193,0,254313,8267,758,367,432,80,41,161
126033,10408,3202767,241458,37156,2929,228388,19106,3644028,275081,42812,4265,48,161
112645,6108,3061,381,816,448,246235,10724,2987,350,592,1707,46,162
73668,4486,553,747,318,0,151062,8030,3508,844,822,246,39,162
70198,5103,3079,555,759,523,156773,10620,3032,502,868,1049,41,162
47395,5191,0,258,901,0,98048,9669,2558,258,652,471,39,162
95581,3921,3520,244,0,0,216373,9365,4667,287,198,141,39,162
59973,6303,2784,255,507,141,121558,11897,3077,456,624,674,39,162
191572,17632,1827,492,639,1377,398916,35049,1424,450,949,2141,46,162
254214,13486,6091,165,721,1366,570219,25124,5108,263,779,1521,50,162
34203,3007,412,258,363,838,67716,4888,1904,372,564,1307,38,163
272958,20433,0,226,0,313,588850,39626,2158,274,205,1434,48,163
225178,10407,9069,922,0,150,442812,19820,6253,668,14,1043,51,163
64960,8077,3282,495,220,0,138387,13549,4619,370,390,678,42,163
144805,7065,1774,432,0,0,322003,12078,1715,262,86,76,43,163
139887,8247,4540,69,511,0,276609,14334,2984,419,515,1222,49,164
95881,15757,3724,282,984,0,201749,30429,5724,273,1246,1494,44,164
113575,7189,3283,582,259,0,240626,12845,4013,350,667,309,48,165
340288,9123,1042,142,0,0,754223,17071,2485,333,316,533,52,166
114160,5319,0,45,0,340,263504,12450,0,327,0,798,41,166
113280,4837,0,0,7,97,256605,10072,0,0,426,1380,41,166
96825,7017,4744,9,639,1270,206994,12571,3606,145,737,1111,39,167
220206,17560,9612,313,0,516,440842,33322,7447,409,291,919,54,167
116202,7144,0,429,30,1213,234532,14686,3381,307,474,990,46,168
231691,12084,5290,967,1140,1237,427338,19542,5203,573,765,1040,51,168
121059,4365,2557,28,700,0,266405,9062,3665,178,523,525,45,168
86229,8563,1497,0,616,256,188287,16970,3286,118,506,837,44,168
103977,6343,636,316,0,0,214898,11908,2900,317,232,314,47,168
136299,12477,1161,292,316,66,303526,26369,2804,589,481,1081,44,168
167868,14683,3189,607,436,0,364565,26858,3958,440,454,269,46,168
165885,5902,957,418,0,40,365655,9251,5807,297,267,1518,47,168
185938,7944,4329,304,468,816,404462,14970,3973,261,835,1425,46,169
71182,4905,2100,228,0,81,155104,9570,3017,352,98,974,42,169
139078,5121,0,135,483,334,280282,8312,1041,303,663,569,51,170
341983,16084,10537,828,67,549,676672,27455,7667,453,791,1628,58,170
72868,3730,0,340,451,913,153589,6859,865,368,849,1576,42,170
187896,11985,3231,298,0,153,406924,23241,3208,201,473,648,50,170
188175,17926,4155,985,310,468,391264,30457,4181,602,538,1493,53,170
57843,11113,3321,592,297,0,126454,21552,3153,513,229,114,41,171
298330,21609,969,622,0,718,618675,39452,3917,465,515,1020,57,171
124842,9561,5878,738,325,0,282327,16220,5754,813,914,1169,41,171
171435,4836,1962,192,207,0,370259,8673,4047,302,423,946,46,171
133854,5751,2193,765,490,24,265340,9301,5361,582,619,613,48,171
288163,13090,949,519,718,1147,585317,23019,4140,377,737,1296,48,171
263409,13080,0,315,202,0,577407,25763,4569,335,402,810,48,171
144093,9793,4905,321,346,1509,304520,14906,6157,515,729,1457,45,172
636316,38848,6447,451,316,1362,1377172,67102,9951,379,398,1851,57,172
44341,7390,1768,495,0,1191,98463,14365,3537,398,57,1909,37,172
274750,38956,5022,538,523,1249,332938,38298,4077,391,884,965,70,172
123202,7288,0,0,60,0,272724,12849,3172,256,435,186,45,173
200313,15817,2212,25,624,823,439189,30516,5065,317,784,1408,46,173
50428,5505,1867,313,222,0,117085,11494,3370,332,402,231,38,173
95850,3039,3531,355,630,0,188703,4938,4417,242,419,175,45,173
165417,12138,346,141,865,0,338211,21990,2795,282,837,160,49,173
229783,11544,5730,1029,0,0,478277,19916,4446,873,134,1192,51,173
245676,20815,4173,340,0,738,495809,38790,4359,182,504,911,54,174
87681,4161,72,274,330,0,190709,7449,1691,353,431,442,42,174
79663,4567,1633,297,834,1123,172283,9909,2719,197,756,1571,39,174
356524,30031,7104,955,712,948,680956,50511,7892,701,797,889,55,174
78774,5083,2557,211,0,0,158359,11468,2935,277,201,256,40,174
172608,17557,2884,615,144,42,344386,30052,3585,568,552,1141,48,174
216544,17355,16006,1423,474,342,441556,31708,19341,1605,900,920,49,174
43681,2590,2902,27,165,1066,93971,4566,3682,60,521,1417,40,174
43251,1834,1543,55,210,423,98251,2866,2922,205,205,704,39,175
214462,25674,0,147,24,571,430357,43543,1937,428,313,901,53,175
308409,11640,0,447,228,0,609711,20559,3000,352,852,801,53,175
167784,19501,13387,915,597,784,336816,37185,17140,1307,752,1863,50,175
80244,8340,5085,352,28,963,164610,14607,4980,816,191,1260,45,175
85975,8341,637,0,615,0,185734,15930,1622,253,526,498,41,175
124773,12795,652,534,427,0,221145,22494,6018,323,412,653,50,175
76428,27142,0,333,336,0,154548,54457,1683,429,443,0,40,175
238621,8032,4474,205,562,0,460468,14200,5897,190,653,594,52,176
318498,19732,0,244,958,175,607119,37166,2241,304,575,979,55,176
231265,33951,3774,553,589,1989,431093,63649,2411,611,758,1391,51,176
857635,29683,12234,1203,1000,2038,1115948,50334,14736,1026,1161,3696,79,176
216987,12661,967,661,381,256,485838,23456,2387,668,768,1508,46,177
191062,7689,90,133,0,133,428215,14102,2536,380,125,1127,47,177
100435,6705,2656,396,858,262,210934,12460,3145,264,581,436,43,177
151359,13683,60,232,192,318,304556,24488,1582,297,406,333,48,177
235329,11682,6657,712,832,0,469565,19083,5287,480,716,767,53,177
528112,24738,7357,777,537,0,527324,26920,4956,381,965,1312,85,178
337954,22966,6189,523,0,442,681145,42472,4635,351,429,727,57,178
133386,3930,1675,100,231,0,263468,7229,2281,162,851,1372,47,178
58987,3999,3000,153,960,699,125409,7978,2909,249,1418,1813,40,178
248772,17263,0,82,183,318,501585,29672,4508,220,485,1617,51,178
306813,30913,2161,493,882,0,613900,55058,4504,269,692,1176,55,179
40593,2007,21976,1155,589,1159,58247,4192,11929,731,947,1147,45,179
37162,2544,3885,0,327,0,92490,5293,4913,259,210,286,38,179
342327,9066,2061,0,204,466,738713,12551,4099,243,219,1491,54,179
102843,7731,0,0,315,0,227184,13855,1432,269,381,131,41,179
48102,10887,1015,147,1041,267,96698,20406,2100,382,843,1132,40,179
173593,19887,1048,100,898,465,333682,33926,4671,99,1004,451,50,179
100110,28336,1392,420,0,0,198973,51047,2889,312,87,679,44,179
91720,3909,0,379,616,363,204493,7972,1074,494,388,829,39,180
92998,5644,3033,435,222,7,192683,10991,4102,575,510,591,48,180
160639,9693,2920,252,205,966,298331,19171,3707,360,214,1264,52,180
218653,8760,0,244,532,0,474248,15376,3440,307,400,334,53,180
55710,7195,21424,1537,1024,1846,124089,13359,25390,2108,611,1737,39,180
187014,12994,0,312,0,486,390038,25814,2824,480,247,2116,47,181
265383,34833,6330,456,403,51,488975,61499,4918,216,664,780,49,181
168279,5211,3135,0,345,0,337585,9215,3616,280,456,378,46,181
144969,13000,6963,46,0,792,274542,23462,4045,198,847,1688,48,181
157123,7992,2355,319,574,0,321767,16260,2097,385,372,1129,50,181
137104,6900,0,493,522,0,288319,11853,2304,662,495,812,46,181
117903,6172,1380,706,61,55,262883,11159,2277,390,230,446,42,181
101338,6291,6201,7,411,366,194070,10441,4479,230,939,1259,48,182
277540,20385,3102,805,643,226,546372,37544,2827,679,398,1948,53,182
313813,13617,1735,0,759,0,640079,25501,4193,217,996,1648,54,182
158296,6726,2695,189,0,853,339408,11314,3690,211,0,1585,45,182
291430,30523,1978,0,0,811,575902,55344,5295,125,119,1068,53,182
73489,2787,2284,270,1045,0,163510,6115,3772,704,774,1188,37,182
291550,21235,5629,513,511,0,524595,40326,6874,442,791,729,55,182
199980,13651,1666,222,0,0,425011,24556,1769,271,110,542,47,182
45820,3633,4231,421,142,1098,95152,8410,3745,585,440,1447,41,182
101022,31114,6973,330,649,0,214255,56653,6540,464,1151,449,47,182
121588,5136,0,52,16,0,241113,8488,941,175,223,1238,49,182
294867,10414,0,51,0,0,595266,16931,522,310,236,1617,52,182
210235,14485,0,624,0,460,390347,27073,1657,578,41,989,48,183
193083,10320,562,109,0,0,400937,17698,2410,273,491,810,49,183
123487,14458,2485,261,49,427,260103,25974,6157,223,197,946,44,183
224190,10852,1353,193,559,736,451786,18497,3623,233,483,1873,51,183
238606,11125,3267,0,0,1188,505095,20752,2568,162,104,1421,47,183
110811,13105,1089,204,1438,0,223577,22733,1586,431,1351,1104,45,183
91728,36031,2490,37,888,88,170898,62421,3464,222,632,1116,51,183
396343,21082,7195,433,1002,129,733244,36933,7487,314,1265,1610,56,184
40611,1990,0,0,223,357,87283,3177,2016,9,289,574,37,184
220548,10333,4455,282,954,55,430116,18087,4167,175,838,1087,54,184
87505,8112,1383,135,537,0,203705,17079,1562,335,783,626,41,184
46297,9691,1246,313,780,486,88230,17664,3394,464,616,676,39,184
250101,15724,1776,253,252,646,493309,29274,4261,327,146,1616,54,185
62940,4305,1987,75,435,553,122465,7850,3313,166,393,1580,42,185
135366,6405,1435,0,9,0,277795,12068,3198,0,380,95,46,185
73795,3777,0,0,520,612,165322,8885,1489,316,535,892,43,185
169050,4197,0,0,385,0,345004,9140,2667,162,847,1044,51,185
94912,9193,2139817,149179,25993,0,165992,18022,2346270,163124,27557,1703,49,185
89619,11392,3154,501,360,778,187387,21913,4115,560,690,1109,42,185
153994,16737,4200,736,1188,1101,312627,29682,3986,746,928,1518,49,185
65649,3073,0,562,25,625,143826,5173,0,399,147,1052,41,185
418710,60097,10824,946,0,1914,750444,104305,12172,863,495,2746,57,186
117849,32470,11437,1123,528,3627,185356,53857,9135,723,867,2463,53,186
301893,13243,4168,106,1209,0,610533,25697,7768,286,1460,1764,51,187
198745,11058,11137,1174,385,1183,389206,20023,9833,983,905,1266,52,187
163749,8002,3085,721,190,111,321700,11224,3757,507,751,932,47,187
57768,8433,2032,181,0,1017,110796,14323,6415,204,125,1162,48,187
126303,6816,2211,312,0,0,253130,9962,2334,416,43,972,49,187
103383,4422,1009,670,721,111,223698,7943,1638,610,405,1451,42,187
145416,8787,1404,375,733,0,297525,14810,2587,403,380,1573,50,187
243235,20716,0,0,144,0,514188,36705,2467,175,994,990,50,188
124956,10933,1839,394,585,735,267308,19229,4248,397,774,1428,45,188
125284,5545,2035,759,616,448,275995,10871,3038,579,798,931,46,188
124662,4731,0,0,124,532,255252,7896,1296,116,328,777,48,188
88666,7486,1531,535,0,0,186113,15211,4968,374,314,409,45,188
134731,6285,4243,225,111,1188,280564,11037,4906,102,717,1351,45,188
62023,4503,354,177,279,1474,122699,9307,1019,220,637,1837,40,188
91083,6280,759,483,1113,1752,196294,12062,1837,549,1032,1497,40,189
80038,8250,9727,723,475,124,163296,16052,10192,755,503,883,42,189
206847,13173,4171,411,358,0,405530,21671,5035,409,435,1181,49,189
114538,5815,0,52,274,555,252821,9676,3080,308,448,866,41,190
101191,13668,2106,49,594,0,205846,25057,2902,216,770,835,44,190
177546,11502,4041,301,310,0,349791,20516,4577,245,667,672,52,190
147568,14839,703,294,403,0,309071,26009,3049,294,907,823,44,190
206304,14850,0,0,706,513,426256,24854,1776,111,747,812,53,190
165042,18534,3657,276,0,915,314813,33581,4112,492,546,1172,51,190
117435,5967,34,403,318,484,258892,12731,2212,448,441,1218,46,191
71325,9808,844,253,513,166,145469,15779,3739,212,612,588,45,191
66780,18768,2242,166,1227,1093,129581,33483,2738,375,1226,1512,47,191
70431,2532,0,513,657,2289,136278,3824,1916,382,925,2426,46,191
146232,31825,3906,730,0,969,298889,56989,4687,594,42,1168,47,191
108147,7041,3745,124,0,1719,215929,12545,4427,191,6,1896,46,191
181420,11895,3643,841,0,1,354215,20469,3226,554,431,1198,52,191
60780,4018,1570,10,105,0,126981,6981,2893,394,85,396,41,191
163786,5710,298,72,760,0,328612,9527,3453,291,960,0,48,192
53346,6448,0,211,229,214,108767,12362,1755,245,373,912,39,192
34074,3756,975,0,289,334,68384,7263,1418,22,272,730,38,192
87592,5053,3028,237,693,399,188489,10468,3446,226,919,1084,42,193
214008,7215,1888,618,195,0,414197,12780,4535,616,241,1161,49,193
65112,10875,5283,70,525,174,129643,20528,6999,233,285,1464,47,193
124530,12204,504,472,355,147,265492,20888,3336,382,641,856,45,193
106489,6193,0,0,232,787,209966,10202,2335,76,751,1672,50,193
190372,9022,5535,451,180,0,371451,15130,4686,441,582,2045,50,193
98224,2976,1116,0,33,898,190317,5195,4305,32,628,1275,44,193
128752,13450,6489,351,0,0,236328,23279,8355,372,271,1419,49,193
154260,11182,0,0,421,312,321990,20482,2314,50,341,774,46,193
260491,24205,0,138,355,87,520854,40957,3745,209,598,600,53,193
126154,7321,0,0,0,978,252628,13960,4303,230,526,1105,45,194
126271,18738,8791,414,715,468,282938,32455,7546,480,696,1741,44,194
236739,19543,13284,1149,0,540,487660,34208,8122,658,202,933,49,194
84318,3559,4098,315,354,243,173511,5983,2910,492,351,1042,43,194
140523,12592,5161,816,544,1606,301304,23000,3124,557,375,1542,44,194
218509,16260,358,433,0,0,432345,30358,5024,237,557,1186,51,194
66652,4755,3033,265,421,0,147305,7831,5701,520,468,856,43,194
224302,13650,78,0,898,660,469023,25860,2843,4,723,1387,49,194
152626,10657,939,387,1189,442,281835,17280,2521,315,1082,979,47,194
120322,10330,0,313,630,1104,247603,20279,1649,288,481,1799,51,195
164044,9733,7474,409,532,0,323828,16569,5210,375,758,40,51,195
126255,9796,2241,453,0,537,259482,17425,2661,308,117,652,46,195
134919,5661,717,186,442,922,252198,12937,922,337,537,1880,48,195
84661,4356,0,79,111,1029,182258,7694,1184,301,360,1457,43,195
125043,8494,0,145,418,199,260505,16336,2653,319,768,525,45,195
224637,8065,477,673,279,0,465210,13904,1987,444,537,2183,54,195
207468,16828,1170,0,655,607,424895,29264,2166,268,507,731,54,195
88219,11680,2164,0,393,0,166596,19737,4666,343,414,0,41,195
254482,9352,5203,48,0,0,445665,13562,6508,170,293,647,53,195
279142,17356,8752,708,40,370,537899,28887,6819,824,171,998,55,195
178207,12820,0,142,775,240,384228,21240,2039,170,1030,938,47,196
202092,9405,0,0,0,0,419439,15321,4388,400,542,878,48,196
209170,10210,5320,118,0,505,410194,17076,4903,276,217,1902,52,196
51301,4878,2295,508,108,319,102041,8075,4108,412,588,1061,41,196
130449,8232,10263,504,301,0,258599,12769,10068,515,639,1217,50,196
250020,17263,1473,447,366,0,477020,27827,2329,349,431,887,53,196
191184,7216,0,0,0,492,364384,13092,4009,0,408,889,49,196
44433,8944,127,0,621,0,102708,17582,2339,296,655,574,37,196
319350,21616,8625,886,0,0,673228,38190,7936,608,679,829,54,196
57277,2083,0,909,270,1381,119941,5437,2333,880,206,1109,37,196
234417,12091,0,595,402,1423,484925,19986,1923,631,466,1889,53,197
113229,3981,2619,228,432,222,229589,6987,4986,157,493,536,46,197
146031,8230,0,597,0,1282,309080,14100,1861,481,262,1549,44,197
107464,9657,909,589,1089,0,222409,16355,6744,570,1076,969,44,197
92461,20161,9442,829,51,301,183010,33863,8303,703,382,1453,49,197
249721,17089,3495,508,0,481,479967,29915,4206,562,425,1508,50,197
34717,2709,519,313,259,0,80110,6237,3867,275,287,478,36,197
72172,4435,1245,486,0,1531,151982,6965,1665,628,355,1693,44,197
96384,7284,1566,615,393,601,204914,14155,3519,552,619,2330,50,197
128226,7287,147,0,727,0,233869,12179,1360,105,663,424,48,197
42699,6706,13908,1068,246,3841,80962,12845,18663,1238,742,3178,42,197
157159,5265,0,0,0,493,316934,10608,2204,150,153,1262,48,197
255546,9720,6171,355,472,67,520724,19928,6954,483,703,710,51,198
89290,3537,4255,0,166,0,172618,7741,4531,82,742,594,46,198
94980,7207,4189,139,0,363,194985,13933,3525,135,134,1102,43,198
146406,3741,1348,225,21,0,282661,6243,1882,254,311,511,51,198
185934,8956,7920,447,81,649,379549,14521,7713,258,578,1445,48,198
79825,10593,2703,0,0,712,172526,19806,2504,156,293,1253,42,199
54312,1876,0,0,675,141,121106,3266,3145,227,653,945,38,199
203637,8253,2829,364,0,0,417363,16434,3978,375,353,281,48,199
258915,28473,1305,483,0,0,483126,48870,5512,383,267,693,52,199
70837,23494,1123,222,510,0,149267,42280,4485,292,394,69,40,199
227703,5560,5394,354,0,0,460576,10355,5312,271,743,355,53,199
258378,18237,7998,774,715,0,460924,28569,5059,491,959,297,57,199
247729,14368,4410,114,367,0,470160,24765,4370,464,885,2057,55,199
152698,8895,0,460,696,180,284584,15626,1951,314,765,883,47,200
159912,16062,0,343,70,2016,307244,27110,4234,371,774,2099,51,200
82191,13594,8290,781,0,0,156391,25783,10319,878,207,899,45,200
188031,18861,0,87,0,0,381041,34589,1198,163,248,831,50,200
114607,13105,2544,54,325,441,232462,24825,4011,47,458,1202,44,200
108696,9501,1611,609,201,0,235611,15966,2190,449,131,706,45,200
117505,8328,6597,607,795,271,223776,15313,4392,338,506,926,51,200
97786,6529,2316,444,679,183,199405,10670,3118,245,422,1542,44,201
85651,12499,2556,424,241,790,158720,21370,2550,528,805,1381,47,201
102055,10279,0,709,210,537,216507,18816,3584,538,247,854,45,201
99072,18360,5596,622,841,0,196597,33533,4001,526,991,604,43,201
295042,18550,4489,313,1011,790,594725,34181,6577,267,577,1570,55,201
81895,4261,886,466,393,603,164210,8010,3692,602,770,1849,44,201
155059,18040,8737,0,913,0,316824,34696,6699,36,512,1504,51,201
121054,7212,0,310,225,172,231703,14195,2352,372,594,1561,49,201
193059,10123,3541,576,1228,0,390507,17803,6393,375,923,220,51,202
73416,8553,2832,307,0,0,141150,15875,4917,452,383,210,44,202
223351,13642,534,0,91,1333,444352,24857,2478,177,505,1794,49,202
133129,14272,238,376,570,318,260009,21285,5468,298,292,1694,47,202
117999,23073,0,402,538,955,237981,41719,2524,261,501,952,48,202
145770,13381,784,538,25,0,287456,24835,3399,406,654,833,52,202
88957,4089,3549,174,0,24,182936,7104,4754,390,171,1031,42,202
42018,17907,5172,612,190,622,79249,32271,4363,359,798,1101,42,202
81978,12931,355,675,486,0,163960,23949,3150,585,986,1213,44,202
98337,12795,4701,145,619,0,179753,20482,5156,182,663,654,46,203
156579,6939,0,39,375,0,340812,10821,2457,153,542,851,45,203
42879,2838,661,0,600,465,101958,4665,4454,217,496,1039,37,203
122952,9448,4276,64,568,0,244869,17167,4942,208,306,439,45,203
191355,7296,3103,319,871,0,375040,14131,4425,211,668,1491,51,203
180783,11124,0,271,747,405,368878,20845,65,378,669,1709,49,203
56104,5337,1254,469,0,103,117186,9643,3140,582,0,767,39,203
490798,33981,165,249,922,61,919751,57039,4703,365,637,1363,61,203
221400,26200,2548,495,484,595,406208,42986,4051,340,1041,1293,53,204
168639,19153,2686,483,291,0,344121,32537,3316,537,818,763,51,204
50946,6130,277,366,895,1438,98012,11284,2697,410,822,1692,45,204
288246,14428,0,10,412,1489,558576,24576,1333,284,983,1888,51,204
143568,7171,0,117,177,202,306233,13364,1943,218,406,1338,45,204
116295,5826,1092,499,123,0,229052,10011,4336,383,274,1591,45,204
133273,8940,0,0,49,0,280152,16751,0,55,1118,579,45,204
236035,9681,0,91,993,0,452393,16190,2976,278,1159,391,52,204
292812,23097,3975,507,0,1359,581157,36373,4469,597,100,1194,51,204
105501,18990,4297,439,367,0,220256,27282,6277,478,250,666,46,204
64617,3213,0,295,963,498,131572,6068,1261,418,1095,650,42,204
425916,19473,5802,771,892,0,845904,30921,4669,470,787,582,62,204
236748,16851,1881,160,1020,882,423150,28026,4473,328,935,754,52,204
306714,9504,3514,0,10,0,609993,16229,5234,223,407,786,54,205
302409,23623,12468,715,819,352,592565,41387,10315,508,711,1776,53,205
114000,11943,1401,112,148,0,235956,22332,3132,290,386,873,44,205
184710,11616,2865,118,201,85,362631,20253,2423,302,329,1519,51,205
190239,24129,1591,291,450,387,391045,42245,3133,314,582,1281,49,205
217654,16350,319,532,0,1047,416615,27582,3708,508,420,1588,51,205
119734,3175,3133,0,0,10,236557,6501,3352,140,135,1367,47,205
186351,9439,0,132,792,570,353483,16979,2267,289,1006,1096,53,205
360837,10443,1342,76,891,601,681313,16942,3038,318,704,2010,53,206
69163,4045,0,295,673,288,142797,7928,1967,370,501,632,40,206
116875,12667,2752,325,318,0,250789,21494,4323,627,622,993,45,206
208521,18661,3148,72,0,1597,446543,33415,3406,285,367,2419,49,206
68233,8745,816,114,457,403,150184,15053,3224,332,775,855,40,206
78877,23629,0,486,369,0,167105,43846,5307,632,529,1355,41,206
83791,12145,1872,0,687,696,167478,20754,3079,17,688,1132,44,206
167704,5380,3171,220,472,667,315569,9853,5897,569,757,1192,52,206
154510,11989,2310,187,412,418,290776,18923,4963,259,800,907,49,206
53293,6366,1074,274,801,0,107241,11419,1723,228,1218,424,37,206
112381,3267,0,199,454,370,232712,6607,1958,253,719,990,43,206
174729,9304,2247,570,783,0,326068,18396,4309,448,795,780,50,206
362115,25068,4843,202,1144,282,651190,40939,5851,264,1197,826,56,207
397647,14691,2341,148,747,1269,792884,24714,4971,378,526,1088,59,207
138342,17862,6352,559,306,1411,289240,30895,5204,511,635,1896,45,207
102852,4357,2914,0,448,37,214262,7166,2968,96,1061,301,46,207
65934,5461,5460,706,834,2175,126444,10424,3770,715,605,1862,46,207
190357,22632,0,0,319,721,346838,37925,2035,339,650,921,51,207
71733,6598,2143,0,520,0,144909,12152,3264,0,940,1212,41,207
265879,31521,15780,742,702,1318,507528,51791,12168,948,816,1688,62,207
61776,6640,0,0,0,1285,119492,11400,3426,129,0,1640,43,207
220654,21469,2832,69,499,1744,446439,37423,3838,243,589,2068,50,207
166674,12066,0,16,601,0,304163,21976,3133,185,544,742,52,208
218010,6051,0,70,342,1372,418483,10574,2094,292,536,1719,48,208
132069,11020,0,121,412,0,262960,18506,4836,303,1016,1322,49,208
318424,10365,3613,138,106,414,639039,18700,7513,328,405,1730,56,208
163671,18370,1191,438,106,102,327722,33361,2889,305,207,1597,50,208
195303,18891,7764,696,0,517,388319,31735,9179,679,466,666,54,208
108888,15894,1084,685,657,0,204721,26548,2121,559,758,725,49,208
58582,4492,0,147,559,0,122197,8495,2245,142,654,514,44,209
203574,17272,0,0,733,16,415483,30722,2382,147,1244,897,52,209
308749,27312,3709,0,615,0,575712,47187,4121,136,725,1531,56,209
147906,4624,0,0,777,523,287441,8741,1406,291,719,1629,49,209
103636,12156,0,126,651,2262,201080,21840,1548,242,693,2876,44,209
167995,10836,2901,663,0,0,318372,17890,4701,590,282,977,49,209
95719,6832,1105,31,579,226,197387,10580,4741,398,785,918,44,209
234873,10756,1555,241,0,0,444216,16866,3096,580,340,1207,51,209
49572,3496,1702,282,253,0,107803,4913,3832,515,1086,1276,40,209
294904,12355,4962,0,0,0,554029,22808,4111,249,32,682,55,209
93118,10603,8092,123,247,2526,172311,19710,8693,457,675,1741,50,209
101367,2722,2562,57,1179,831,223169,4322,2756,244,930,1628,53,209
51595,5128,2131,363,835,0,101435,9386,3581,408,685,561,38,209
36027,4969,0,321,586,0,83756,7464,2061,584,655,353,38,209
31248,2871,408,300,261,1300,70643,5068,3146,211,366,1786,37,209
55713,4362,1762,324,505,678,118674,8450,2182,300,679,1010,41,209
119340,4756,2343,112,174,445,243569,8454,3147,173,557,2052,45,210
315843,14305,1800,255,445,0,631812,23989,4036,512,347,1051,58,210
78703,19975,0,0,0,0,163873,37357,1316,117,336,1078,42,210
111733,7087,0,510,0,0,224082,13378,1458,355,384,766,46,210
192967,7987,5068,882,694,586,402593,11768,6137,513,1068,1591,51,210
101896,11124,681,432,798,679,217573,20839,3189,269,647,2117,45,210
172249,11170,0,49,51,0,332517,20341,1353,315,256,499,47,210
75951,10380,2005,0,538,286,162297,19258,4989,144,787,1392,41,210
208654,17749,3492,328,667,594,385408,28954,5427,440,735,904,52,210
291822,30343,11364,870,0,1128,499192,49182,11441,481,392,1486,62,210
52506,2121,0,0,30,1822,99731,4170,1867,160,369,2006,41,210
238945,10864,0,333,84,0,465340,19049,3669,256,398,1840,50,211
163084,16813,1689,970,729,792,312914,30797,4944,493,946,1563,52,211
168391,54780,6251404,475867,73023,9670,264936,90419,6339422,489725,77157,6987,54,211
162039,14983,0,0,697,1585,345283,27296,892,173,1830,1663,45,211
164692,15069,774,504,433,286,346944,26852,1651,462,525,1563,47,211
54183,23581,150,435,0,0,109485,42700,2397,428,0,993,38,211
338896,15009,0,75,679,0,670679,25007,2624,184,487,1035,55,211
62211,2713,0,0,130,283,120710,6732,1452,220,373,393,45,211
159318,9946,0,13,417,400,328326,17535,1482,505,840,1545,49,211
81535,6808,4914,54,0,1162,152393,10190,4247,337,678,1990,53,211
213096,13929,0,165,574,0,431826,22927,3357,335,437,527,48,211
73828,16527,1051,181,616,435,135088,27755,2409,391,582,1306,45,211
204030,30868,3588,0,373,1162,411069,55211,6629,354,751,1365,52,212
155913,22941,15492,1359,0,1066,336706,41081,12288,1291,665,1423,46,212
73033,8767,0,247,0,928,144917,16156,1530,382,45,1785,43,212
118281,7572,0,547,300,1321,234145,14363,1374,719,585,1761,46,212
103054,6868,2461,0,0,1716,180908,12302,3310,189,156,2144,50,212
160930,9639,333,325,375,0,330820,18594,5227,373,692,749,55,212
173763,6480,3555,499,0,883,339409,9785,6440,439,423,1051,52,212
229111,27136,0,523,186,1041,436347,45560,5830,490,677,1462,52,212
273265,16036,571,0,829,351,561850,29200,2844,181,684,920,51,212
149835,7248,12153,640,0,121,286786,13210,12270,700,293,938,54,212
236376,10090,0,0,397,0,457387,15873,3571,102,530,1529,54,212
147022,9027,1470,465,111,384,301054,17538,3001,433,587,860,44,213
