FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
151860,4075,13,172,972,39,279656,7397,294,87,623,609,50,155
120178,6013,0,187,544,0,235573,11635,194,80,458,370,48,155
186116,8829,0,80,104,0,327315,14461,245,60,401,1426,51,155
96177,9477,0,196,393,0,187699,17635,22,79,286,1080,49,155
35083,3516,40,181,0,0,65491,6307,193,55,0,216,39,155
63299,9427,300,41,142,170,117318,16399,341,42,195,681,47,155
45779,8829,0,130,476,0,83390,14927,284,73,680,770,45,155
82081,8007,47,222,291,0,157872,15207,106,103,222,227,45,155
257425,9809,459,212,50,0,484323,15413,757,82,126,313,55,155
197316,16814,435,180,540,0,358517,27803,622,159,440,976,54,155
165273,27591,517,183,281,369,291846,46849,458,84,342,810,51,155
102874,14871,338,74,250,721,117217,17466,370,60,548,1203,89,155
20221,1295,0,216,80,146,34884,2824,124,101,75,281,39,155
224706,26808,181,30,153,0,383661,44818,304,65,202,404,56,155
53142,2260,0,153,75,0,98670,4394,0,67,58,16,43,155
140383,9461,129,21,131,854,252714,15510,491,33,141,1819,51,155
56757,5600,791,199,412,0,103048,8762,554,96,282,163,49,155
85543,10066,212,130,145,443,166532,18853,474,83,358,560,46,155
148432,3388,495,136,413,31,271553,5959,489,61,343,503,50,155
67892,2934,0,219,405,16,125805,5870,124,104,443,279,45,155
97753,3183,0,146,412,378,182700,5420,253,42,637,598,46,155
10628,1724,139,168,136,793,39686,5130,104,91,0,1365,18,155
27238,7960,0,155,195,155,49089,13869,381,34,289,403,39,155
53633,2291,190,76,628,802,101413,4661,402,38,758,647,43,155
115002,20888,668,82,603,68,203741,35946,500,30,385,944,46,155
37700,1223,207,206,199,878,71779,2952,277,68,47,1227,36,155
215033,12576,0,137,643,0,371855,21756,0,70,501,266,52,155
47669,8618,475,137,38,207,89070,16709,458,47,168,622,39,155
198132,28546,186,152,75,443,346996,48636,389,64,191,908,54,155
92456,5901,465,221,311,687,166667,9509,409,93,254,777,49,155
141916,21756,131,181,303,303,242151,34905,276,78,309,1002,52,155
97136,4286,85,87,154,84,185066,7940,229,3,319,439,45,155
88773,5344,150,150,558,0,156594,10520,254,69,497,957,46,155
77015,4985,79,170,135,76,138994,8144,410,66,280,547,47,155
113761,7611,0,104,436,765,196933,11458,143,84,446,849,48,155
56019,2473,186,165,406,0,103986,5123,583,90,301,65,43,155
116844,5167,28,177,381,927,203184,8894,82,76,206,1054,54,155
26260,2332,0,150,466,1084,48670,5149,147,97,379,721,43,155
75848,8129,167,196,528,0,129771,14303,176,103,375,747,48,155
93661,6306,37,27,559,1258,172514,11071,343,20,468,1495,48,155
62888,7139,452,102,501,80,114415,12548,299,52,410,779,44,155
26714,6328,57,114,650,984,40802,9348,85,30,677,1273,40,155
100310,7146,421,186,46,617,179383,12022,269,88,324,740,48,155
206961,11294,289,118,291,0,363946,20498,411,70,358,488,57,155
38854,2105,0,136,667,161,74852,2941,219,47,607,649,39,155
12398,2751,241,152,177,230,31493,6348,253,82,110,862,29,155
45820,4750,689,148,0,438,87024,7201,766,71,0,616,41,155
127898,3545,0,99,0,0,222992,7456,349,61,52,786,50,155
51744,5645,280,155,570,387,93550,9343,267,34,639,910,44,155
19108,2253,389,189,0,0,38854,3503,657,87,0,308,33,155
43939,3918,0,159,567,148,88040,6418,0,43,406,272,41,155
200627,9773,196,156,524,0,350161,16795,282,49,353,574,52,155
42056,1843,0,114,195,529,85383,4412,0,49,118,913,39,155
137739,35080,867,255,299,0,244508,61371,630,130,376,880,51,155
67341,3378,463,244,32,568,102683,5527,518,101,269,1136,49,155
41273,3820,272,168,120,1062,76305,6787,490,61,0,1042,40,156
161563,8725,599,143,915,274,292742,15685,492,85,640,538,51,156
57595,4612,0,98,284,0,104056,8036,40,43,274,0,47,156
182969,14236,0,133,897,0,277168,22649,177,80,723,603,59,156
75750,5522,420,85,501,930,134592,10948,397,21,406,1457,45,156
52372,3835,389,128,472,35,97615,7934,322,73,740,938,43,156
55887,3967,594,193,474,0,95989,7111,290,116,684,91,46,156
36497,1289,0,121,138,82,59652,2675,39,78,247,969,45,156
122024,5996,351,82,804,0,220047,10114,600,40,344,165,47,156
100079,17862,0,155,439,599,193613,29708,55,57,245,1062,46,156
109745,11541,22,82,537,1260,202851,18959,195,27,376,893,49,156
55306,5735,265,137,256,616,89935,9444,341,42,358,526,48,156
70577,10234,291,137,113,130,139745,17637,250,35,145,1004,43,156
52157,13526,138,159,0,0,89933,24214,289,46,45,672,44,156
46691,3154,240,152,0,406,73039,4497,368,58,421,987,47,156
187803,12421,61,181,561,0,362549,21277,245,93,406,86,50,156
75208,8365,300,221,638,180,131428,13377,449,79,335,517,48,156
119404,7547,166,174,413,1227,213906,13805,158,85,191,1055,53,156
19768,2834,184,77,84,900,43673,6148,317,1,98,1416,35,156
98491,11412,0,115,314,0,176901,19208,211,41,350,220,49,156
146071,5723,778,149,299,1326,278484,9884,444,53,313,2340,47,156
51642,5103,395,115,98,268,97769,11421,475,54,33,445,43,156
23941,24502,0,255,0,126,49585,46010,64,95,117,580,35,156
278392,13330,569,203,0,638,491868,21373,428,102,0,1041,58,156
37082,2316,0,117,53,173,60103,2985,510,71,204,542,52,156
62311,25061,0,211,0,0,118256,45923,248,73,213,48,43,156
44894,7998,0,134,13,590,69740,13710,125,49,174,422,48,156
64372,6066,0,71,807,0,122302,11612,140,58,515,240,48,156
29501,6490,93,92,193,0,63556,12121,289,35,207,405,37,156
60470,19560,196,161,71,0,105813,32761,200,31,220,351,50,156
13189,2283,0,181,625,0,27834,4454,0,66,615,344,29,156
46997,5194,0,118,342,0,95183,10702,371,68,162,154,38,156
137606,4139,242,131,139,131,257996,7426,180,39,242,481,48,156
26583,5430,48,178,370,234,48815,9953,267,51,277,940,39,156
29381,3508,63,143,119,653,63330,7431,320,63,122,947,40,156
57449,11838,321,155,0,189,97186,20172,302,67,146,550,45,156
23364,1734,314,193,142,0,46425,3273,286,111,349,0,37,156
114900,7441,430,131,145,0,222080,11946,467,41,380,293,47,156
61859,6620,398,156,489,0,106734,11635,286,91,292,453,47,156
24485,4471,178,43,95,644,43464,8619,180,29,91,881,38,156
14998,2184,342,152,128,250,26156,3787,460,85,156,886,35,156
41074,7358,64,156,297,0,77900,12037,169,30,158,185,40,156
83215,6133,277,142,171,0,155201,11006,263,70,411,711,46,156
12543,1441,530,156,162,195,34520,3718,414,56,55,202,23,156
25440,2416,313,189,281,343,49254,3586,505,106,413,1525,37,156
53073,4328,562,2,314,845,98485,7572,646,4,191,950,41,156
61534,4216,220,174,314,229,120628,7436,236,67,278,842,41,156
113202,9395,863,131,658,0,218940,16068,601,77,398,496,49,156
105151,5726,168,212,540,310,185631,9304,379,105,537,1183,50,156
128865,15621,577,164,653,0,240005,26772,489,56,625,272,47,156
198925,8803,313,230,0,340,386094,13683,596,97,0,802,55,156
53979,7438,249,136,409,707,104205,12066,340,61,271,819,44,156
80278,5915,521,70,585,478,164106,11341,418,19,304,876,42,156
38106,5812,924,148,95,0,72770,10223,682,50,84,817,40,156
63292,2024,231,26,367,0,116368,2849,297,0,173,393,46,156
33984,7603,168,161,208,140,63870,13411,274,40,432,552,39,156
53295,6128,450,168,119,0,103020,10362,422,70,261,108,41,156
134722,9112,0,68,0,1448,130689,9914,516,65,309,1333,77,156
51706,6328,596,152,366,995,96542,11603,573,94,203,1230,40,156
120342,16553,583,165,175,0,209444,28140,507,63,301,0,47,156
97243,9819,98,225,0,333,168296,15168,307,104,0,672,47,156
160466,8091,332,108,445,177,299064,12484,245,34,753,532,51,156
38931,8303,196,146,290,619,72625,15185,126,38,127,937,40,156
89565,7897,0,200,0,0,160967,13279,180,86,6,225,50,156
32713,7962,499,108,148,306,68621,14132,488,38,57,1189,41,156
90606,28149,0,114,576,390,165549,47766,23,22,297,756,48,156
79608,6534,29,117,0,0,142361,11160,324,81,152,681,44,156
88159,15940,375,165,309,0,154515,26534,459,59,600,497,47,156
90445,8502,401,121,84,1158,152858,13262,551,37,148,1175,47,156
27721,5080,314,206,128,299,49927,9858,453,90,264,1074,38,156
225262,17163,50,191,690,0,404147,31152,281,97,574,273,55,156
29642,2634,296,212,600,516,60476,5716,333,114,464,649,36,156
9108,1734,211,130,413,489,28273,4567,246,6,438,754,20,156
85504,1843,428,136,667,372,158437,3229,253,23,336,853,45,156
72298,3405,501,165,343,0,134057,6061,556,74,461,0,46,156
41217,1668,636,139,543,0,90935,3842,768,58,633,26,37,156
