FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
22637,1908,0,5,674,406,39163,3732,190,10,506,884,38,154
348413,27905,2053,0,126,0,652810,45913,1794,286,454,587,59,154
58485,3242,0,430,105,0,112835,5244,278,505,202,412,42,154
124767,5665,1245,0,504,0,237420,9335,1674,333,555,836,51,154
68241,11385,0,556,0,601,132504,21156,56,627,43,1059,43,154
88774,4330,399,367,87,0,163624,9235,2699,412,113,216,44,154
139836,25115,584,0,0,0,257193,42053,1496,0,376,439,48,154
226052,13275,2092,61,388,0,382315,21133,2613,197,498,250,61,154
43922,1597,1755,0,190,265,79888,2372,1979,29,525,521,44,154
96852,8000,1640,51,397,0,184523,14780,3561,299,432,703,45,154
66097,8551,0,0,522,0,129405,15860,842,184,417,367,43,154
143356,8861,1993,238,594,0,261117,15105,2550,411,613,347,53,154
192067,11984,2515,813,504,838,339427,19776,2763,444,643,865,52,154
190112,25199,1493,326,0,781,353336,42963,2164,530,282,898,51,154
105385,8248,1166,238,116,622,189237,14833,1014,377,127,1325,50,154
115310,13745,1017,0,238,0,205787,25046,1429,685,769,633,48,154
161279,17079,811,275,284,0,300535,29803,2081,396,452,141,53,154
73232,4633,2960,171,440,0,145545,10236,2098,298,538,280,48,154
101603,9385,0,540,142,222,181028,15941,2061,772,193,418,50,154
50189,8145,0,85,0,0,90133,14829,0,217,129,241,42,154
139869,4416,0,425,626,0,262966,8725,363,351,496,143,55,154
96535,10539,2412,253,606,451,186583,19597,1910,437,420,1010,45,154
46741,3973,1355,533,159,0,88270,8425,2538,517,520,226,40,154
101692,3742,1925,452,67,401,195666,8172,3951,705,344,1291,45,154
27181,3498,0,253,485,0,56236,6477,0,389,526,435,38,154
16245,1451,0,244,175,462,36645,3167,187,617,192,616,31,154
120336,16843,538,666,168,0,208531,28381,1607,447,203,357,47,154
132138,10766,723,1238,882,0,245804,19844,1988,598,732,542,50,154
168672,10653,31,408,382,14,290444,16267,1187,654,430,450,54,154
153169,9412,1684,0,254,432,297784,15556,2563,440,717,734,48,154
355412,18941,0,0,166,0,646963,29831,921,389,155,335,61,154
130976,12027,0,0,256,120,236420,20535,1685,495,562,255,52,154
89692,6009,1484,0,273,91,170471,8036,1621,153,517,471,46,154
51404,5446,2169,121,123,461,104848,9522,2614,586,187,471,41,154
125317,11154,1131,603,393,539,232764,18979,1587,333,398,693,51,154
79238,7013,282,230,251,379,156774,12822,1588,364,432,897,46,154
94503,3663,387,228,34,0,182230,6518,1300,326,245,597,45,154
51574,4867,1784,55,0,462,102126,8431,2492,453,293,416,41,154
128549,9189,1131,0,1012,0,237877,14479,1063,326,778,785,50,154
279203,18510,861,137,973,0,497114,31577,2466,386,625,393,61,154
195888,10552,0,0,798,0,333993,17319,1584,67,540,421,56,154
142554,9541,2123,19,317,0,282605,16605,1940,203,420,68,48,154
167542,12014,93,0,55,1116,303018,18991,670,236,297,1115,52,154
97231,14297,415,0,0,700,181482,25003,2496,0,174,1176,47,154
137061,3351,1649,0,190,322,254888,6883,1939,217,442,535,52,154
56396,5232,493,16,290,34,105026,9321,1045,300,638,304,43,154
153714,7700,2963,54,0,0,255500,13566,2470,163,563,411,52,154
117804,10646,2457,167,678,995,217343,18712,1492,290,664,1023,46,154
158528,4098,0,571,0,280,297565,8508,1381,474,269,934,52,154
180675,15091,2371,0,29,0,325382,26634,2029,29,310,901,49,154
27258,12448,0,0,698,1193,28864,16431,924,23,348,1052,59,154
78024,4206,2087,0,241,0,137674,6283,1874,87,298,0,45,154
94735,8157,1749,337,205,87,178724,15538,2320,309,564,559,49,154
19839,2466,416,342,431,973,41803,5027,2004,657,743,1037,37,154
106701,8066,40,0,848,417,195578,13199,1069,101,460,941,49,154
140050,18332,3131,0,1143,311,264373,33109,3774,98,1112,711,49,154
82214,24334,232,647,409,0,166992,44556,786,505,293,772,46,154
145519,5564,2095,0,110,882,275745,11618,1921,139,992,696,54,154
276740,13303,356,464,452,0,513907,23068,1108,623,1074,0,55,154
307998,13642,3492,104,665,240,518292,20967,3353,242,437,676,59,154
112737,19922,2222,304,1152,692,211876,33260,2539,407,1113,640,49,154
53970,14750,1886,269,16,0,104672,24833,2454,725,285,143,45,154
150146,11841,1558,331,19,697,271948,20391,1949,391,341,940,51,154
182500,11180,2220,106,144,596,325106,19356,3323,520,326,773,51,154
306027,17242,1270,416,932,604,529749,29703,2846,464,1132,970,61,154
103493,6157,243,0,238,249,188916,12192,1159,264,718,738,48,154
127042,13330,0,0,756,1469,232303,23364,2432,38,694,1050,50,154
9684,3386,536,150,335,0,21598,6963,940,399,380,136,24,154
104878,9235,652,80,352,752,200942,16773,915,249,485,590,46,154
51435,5829,1486,0,452,551,90371,9572,2096,331,625,626,43,154
193385,17519,0,0,119,0,356414,29303,118,157,257,347,52,154
63225,4064,996,297,17,0,114274,7763,1198,329,137,873,43,154
58555,4020,2469,228,0,0,100608,7372,3006,360,115,1457,47,154
61168,7089,0,726,525,227,107721,12408,129,585,638,506,44,154
252940,10925,2490,499,122,0,464890,19726,1733,364,856,477,55,154
100459,23235,2269,0,437,0,200232,39918,3186,0,627,520,46,154
62694,11607,375,0,305,176,109125,21013,1431,117,683,634,46,154
120987,11604,110,0,0,0,204366,18618,807,69,0,625,52,154
27852,3683,551,224,396,450,43957,7191,897,378,318,479,37,154
90977,5216,307,0,198,5,178335,9967,1318,43,402,769,43,154
130878,14443,493,0,0,638,233776,24832,2339,255,113,1116,49,154
130720,5651,1890,461,0,1107,239724,10504,1682,500,389,1097,54,154
89572,5769,0,524,793,1,176120,10829,396,489,711,790,46,154
75407,9317,3243,52,357,0,144884,15354,3300,128,844,52,45,154
30152,4817,0,521,134,0,67221,9475,1871,354,165,437,33,154
606553,20920,3764,0,236,161,1073392,35121,2709,131,376,473,66,154
120425,16597,2017,145,0,0,212694,26725,2104,257,171,924,48,154
286697,25548,1946,0,393,816,543628,44635,1928,463,263,703,57,154
