FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
59759,11619,249,269,582,0,108159,19395,1247,195,514,773,47,156
51229,1630,988,90,43,869,92900,3188,770,219,130,1271,42,156
47838,3612,0,200,361,293,85891,5857,500,205,161,871,48,156
64304,8368,0,0,326,48,127289,14504,0,125,378,702,46,156
52218,4226,0,0,226,0,80594,6758,0,1,119,1160,47,156
80923,7967,1110,0,120,1086,146140,13211,798,33,102,1393,47,156
15997,2776,0,187,311,154,38096,4866,68,64,191,756,32,156
23868,1993,146,202,647,0,47727,2824,437,150,458,27,36,156
72105,8928,308,400,279,0,118243,15269,754,278,162,444,49,156
113683,11661,0,244,272,0,190329,18122,512,159,454,240,50,156
52937,10633,284,0,421,0,90847,17293,665,0,284,314,48,156
10123,603,0,296,104,0,22822,2257,48,180,243,274,26,156
89079,6116,0,337,275,0,145066,10571,14,194,403,0,47,156
58605,4810,365,499,117,0,92285,6938,343,256,41,0,50,156
84155,6647,0,158,330,961,141560,10214,463,107,343,1300,46,156
231386,27619,853,307,324,1127,414766,47830,703,168,270,1827,56,156
67105,9348,64,0,360,1228,125700,15352,522,54,282,2040,45,156
22601,9203,220,269,477,767,42072,16629,267,201,478,1111,39,156
41469,6973,761,360,379,630,61923,10104,606,212,340,823,46,156
63567,5244,255,0,686,989,131074,9149,514,17,897,1283,44,156
25406,2339,223,35,151,302,46320,4590,303,20,107,773,37,156
69786,8125,173,0,157,526,114399,14984,533,0,292,1175,47,156
119990,11538,299,117,23,336,202351,17767,327,186,269,1461,48,156
104961,16009,208,183,273,0,171309,26196,285,172,385,93,51,156
37585,14243,246,233,699,664,56749,20263,376,259,452,776,46,156
28551,4075,184,146,0,0,51492,7914,235,87,0,0,37,156
37317,7969,0,92,670,953,73425,12952,10,134,676,1391,43,156
39126,1417,0,203,309,601,64354,4025,424,203,291,469,46,156
70464,6665,0,38,187,133,119167,10699,138,59,326,769,47,156
47824,3608,342,127,56,254,88850,6589,284,37,0,778,42,156
25624,3565,28,285,154,378,44716,6588,278,155,226,809,40,156
34991,14780,96,150,162,0,56261,23890,399,163,191,0,43,156
61338,8316,0,29,169,381,114214,13118,182,100,15,748,49,156
76031,5575,764,126,413,443,142327,9714,764,169,525,939,45,156
166432,19249,0,233,589,0,290615,32224,334,158,386,614,52,156
23559,4315,213,0,358,0,43093,7266,308,0,344,181,38,156
27153,3297,426,170,162,338,52449,5227,415,99,258,660,39,156
91478,5508,709,199,0,0,151839,8765,683,125,67,149,53,156
34285,2774,251,167,537,135,60517,5161,425,230,546,882,40,156
107582,10307,0,77,323,0,193386,13368,289,85,449,583,50,156
36769,3317,166,134,437,54,72282,4815,275,124,443,896,39,156
37833,4720,33,276,780,475,63118,8596,94,353,656,1816,45,156
151796,14386,347,87,433,0,256640,22169,344,85,420,540,56,156
98909,9578,0,502,247,45,98995,9225,477,219,284,600,72,156
95243,22713,0,16,224,0,158069,38500,76,144,85,340,47,156
61819,13992,934,0,132,287,119481,22773,976,0,389,1058,42,156
155410,19087,169,165,160,195,275668,29364,799,118,183,504,57,156
65060,6275,0,209,87,289,124775,11588,58,318,4,673,42,156
42281,3793,0,253,314,506,80921,6133,201,170,243,770,42,156
57839,7261,1224,252,0,0,100007,10973,864,196,95,349,46,156
108889,6493,19,36,509,0,197297,9800,274,86,588,306,51,156
11584,2458,56,0,461,212,25404,5322,270,0,536,358,26,157
61129,2991,533,216,497,174,113445,6017,315,139,253,644,46,157
196834,12192,0,194,397,0,337134,19354,394,131,389,66,53,157
49516,3310,114,468,530,0,92588,4296,462,405,436,0,43,157
183792,6763,83,265,101,0,323866,12209,387,194,30,352,52,157
176426,13809,65,246,0,0,290014,23341,321,164,154,604,55,157
58580,11381,293,171,0,15,110773,19429,491,162,0,1382,44,157
87469,4376,0,0,498,366,151562,5935,56,100,471,610,49,157
40701,6515,23,211,232,0,79841,10347,300,173,135,268,43,157
36570,2203,0,158,681,0,63549,3902,204,81,542,507,42,157
36336,1800,480,281,183,0,67095,3613,635,266,242,442,40,157
22169,5308,0,372,215,472,41540,10411,314,185,197,626,37,157
39585,2881,0,271,0,146,72376,3406,147,209,188,832,43,157
165429,14690,296,140,543,0,236630,22503,527,148,421,568,61,157
28665,1598,89,260,96,0,52732,3403,170,190,128,239,36,157
42635,3117,0,96,150,566,79472,4843,0,147,239,1273,42,157
36257,3240,330,168,503,1081,66842,5536,587,107,536,1381,40,157
30997,3856,258,68,416,241,67491,7450,464,117,265,775,38,157
281100,26475,390,60,650,0,448319,43137,905,103,484,763,63,157
57636,3759,14,247,52,26,98555,4748,278,186,262,834,49,157
79681,5389,135,0,701,0,129063,8539,361,0,940,1224,51,157
20013,2965,125,287,564,339,38999,5060,240,176,485,441,37,157
31499,5013,192,455,0,57,65184,7796,408,282,336,302,41,157
9723,994,246,87,239,0,21063,2574,268,0,8,614,26,157
16925,2650,0,241,268,419,30350,4590,219,136,266,747,37,157
157444,11881,1421,328,576,601,267355,17646,1166,312,405,662,52,157
96737,3027,131,4,504,0,158117,4645,365,82,380,239,49,157
80232,8582,0,30,693,368,146653,14434,492,108,701,667,48,157
39037,2635,0,231,113,0,71979,4591,426,181,160,289,41,157
8201,961,803,218,203,251,21823,3019,874,154,0,250,21,157
32283,2502,232,158,485,0,50387,3783,552,52,283,606,44,157
33398,2868,456,63,223,0,58925,6322,519,85,378,221,42,157
37828,3264,0,65,512,368,70856,5115,272,47,287,557,46,157
59007,7842,69,0,144,208,109662,12229,263,61,99,893,44,157
22452,3102,592,33,469,0,44360,5592,489,75,329,175,36,157
126018,6998,0,150,467,0,206933,12576,162,109,612,264,58,157
116959,5392,113,460,762,87,206395,8190,491,291,789,340,50,157
49813,4146,25,213,531,24,88160,6166,411,101,281,627,45,157
96318,20089,10057,1137,419,1280,162479,32797,11764,1284,202,1736,51,157
25783,1030,550,0,500,0,44558,2544,601,3,653,568,39,157
151818,5979,193,328,391,200,245351,9343,306,195,297,991,56,157
55755,2905,177,309,254,120,93852,5559,236,148,209,767,46,157
34436,4357,0,175,314,1001,66119,7026,79,161,152,1062,40,157
41388,2251,0,351,466,245,81663,3074,139,251,222,629,46,157
19580,1900,0,378,297,84,41542,2636,0,252,418,736,37,157
86810,6187,403,0,86,998,159370,10971,875,0,178,1497,49,157
55363,4506,312,0,74,228,116020,6330,279,0,240,689,41,157
32210,1117,414,228,381,266,73309,2522,598,110,236,947,37,157
46790,3010,0,206,35,0,79236,4569,181,123,129,494,46,157
73083,12306,0,171,174,307,136140,22582,338,178,214,479,50,157
60803,6991,161,203,634,31,116187,11980,236,159,503,277,43,157
184133,9020,421,0,0,217,325862,13330,415,106,466,890,55,157
46209,8396,130,5,87,477,84080,13736,518,96,106,911,47,157
73239,4135,436,24,638,0,115706,7148,378,31,374,615,46,157
45915,7524,0,240,744,813,92634,13894,160,165,946,845,40,157
86696,13198,0,243,75,0,147585,19256,164,137,29,354,49,157
35088,2794,94,159,620,218,60466,6367,393,80,556,359,43,157
25603,2828,160,143,410,385,46008,4917,311,123,381,518,37,157
13348,1146,386,320,244,0,33667,2690,430,342,96,34,27,158
66802,7880,0,405,349,55,111006,12557,174,245,389,381,46,158
107749,6257,0,0,157,1034,194979,8639,233,0,91,1422,51,158
34089,2147,1427,1,259,335,72362,3486,1087,0,125,627,40,158
14213,4903,390,140,192,310,27310,8259,846,162,97,804,34,158
51326,6524,79,0,333,0,91879,10319,390,29,340,327,45,158
70603,7418,3578,631,151,156,128867,13335,4073,465,97,935,45,158
25744,1895,0,39,708,1114,47719,3024,86,151,534,1602,40,158
146290,6523,5073,781,276,309,273323,10161,5418,618,163,1162,54,158
51532,2782,0,180,717,0,82599,4413,310,88,548,494,50,158
41487,2306,1367,323,46,268,82122,4793,3093,323,220,1104,41,158
125496,9302,168,104,561,262,188418,14840,311,88,510,976,56,158
8124,2116,190,118,263,5,25086,6057,392,210,249,82,19,158
193207,16636,527,0,150,0,355123,28754,543,117,389,42,52,158
49193,5883,0,0,588,56,87501,9431,724,0,347,1470,46,158
77187,8452,28,247,202,615,132652,14439,186,239,157,825,50,158
80246,4985,634,231,606,432,135070,7494,358,161,370,1288,49,158
36528,8060,163,16,558,766,63714,12462,416,87,645,725,45,158
24163,3757,0,216,373,62,45000,7021,122,109,492,795,39,158
45060,9528,0,234,533,0,80438,16030,275,224,265,140,43,158
8278,2142,143,168,190,595,31889,6217,228,100,0,1170,17,158
79575,3104,308,0,223,0,125112,5277,285,36,431,187,51,158
57764,4754,73,425,393,0,111531,8036,184,276,495,709,43,158
46217,23510,536,124,0,316,85910,37505,601,71,561,437,46,158
24295,10300,0,164,472,0,51977,17918,287,148,354,278,37,158
36319,6793,0,74,31,781,59435,10705,275,59,0,1054,50,158
87139,7537,0,106,114,0,154196,12652,162,132,251,10,49,158
48329,6310,931,306,153,75,77014,9889,3469,242,72,667,44,158
21932,3949,423,301,151,0,43631,7430,503,151,184,547,36,158
104312,19078,63,356,0,665,181246,32706,367,145,90,876,50,158
60609,9071,227,109,86,111,102215,15120,459,86,198,384,54,158
223606,18523,1103,375,483,0,369356,27180,1987,387,436,557,57,158
275113,23470,653,303,0,59,420576,37194,455,206,296,548,65,158
57898,9945,229,189,201,0,116255,17678,446,163,337,1091,43,158
32727,1680,480,35,641,0,66217,3169,587,3,512,0,36,158
47979,4606,0,196,588,321,80347,8414,280,106,237,1110,44,158
58415,4162,0,45,476,1155,102248,6552,452,17,357,911,46,158
139028,13627,0,370,134,0,252291,21886,459,274,244,0,52,158
76548,3668,254,46,144,0,120413,5206,899,71,275,609,48,158
22512,1440,171,180,577,0,43862,3550,649,128,496,856,36,158
64002,18920,662,131,306,0,120942,34419,644,68,597,765,45,158
19608,3542,0,0,74,34,29384,5753,169,0,31,997,39,158
19427,6070,0,115,273,711,38627,11930,369,125,187,796,36,158
62287,4691,306,0,71,143,102411,7461,231,22,161,254,45,158
74333,7735,348,243,345,0,127065,10931,386,270,361,266,51,158
215916,16881,401,0,670,303,401845,23798,418,31,590,919,56,158
95209,6890,0,331,853,80,174585,11001,0,432,427,952,51,158
125508,16977,0,0,0,0,211402,28510,136,0,109,298,49,158
102001,8127,0,136,519,711,151996,12944,77,73,392,647,50,158
43443,3048,95,477,623,0,77146,4447,549,256,422,456,44,158
40970,15537,529,134,491,0,80154,26161,582,76,330,581,41,158
42469,7802,134,0,196,403,79766,11275,283,22,234,661,45,158
16865,3825,0,162,248,0,36846,7041,44,227,115,243,37,158
170402,11820,0,0,355,1053,282683,19240,436,46,443,1202,56,158
34511,9900,79,130,403,0,61781,16355,563,52,542,600,40,158
290602,13922,1039,256,20,0,511761,22365,1150,177,307,473,59,158
49497,3844,0,172,169,0,92675,7075,126,92,71,168,45,158
123000,6470,322,156,131,117,207801,11207,456,272,136,642,51,158
22208,4227,31,126,372,32,41187,6655,268,152,200,188,38,158
32233,3733,249,187,193,0,58785,6315,509,246,301,208,42,158
55959,2439,47,0,305,196,104115,4788,108,106,268,877,43,158
23092,1630,431,438,878,426,45872,2579,236,291,645,886,38,158
123021,13926,360,425,421,0,204206,23100,269,325,656,578,53,158
55357,4413,53,161,0,326,109604,8257,318,61,0,744,44,158
63947,11521,374,0,135,41,111452,16089,476,23,438,460,49,158
96816,13097,0,404,726,320,168449,19858,90,273,355,980,50,158
18875,618,406,212,50,61,35844,1704,401,214,77,518,35,158
128317,9594,946,278,555,448,213275,14795,497,205,383,1358,57,158
167516,12143,885,45,139,618,322494,20740,688,78,153,1294,50,158
29470,5096,649,0,0,483,60655,9867,1023,0,0,630,38,158
37728,5568,104,457,763,86,79155,9011,247,337,418,610,41,158
48241,5804,33319,2610,982,0,85507,9192,43811,3282,948,0,47,158
71646,4185,245,216,543,523,120759,8072,316,116,327,507,46,158
211374,11349,0,101,25,363,351308,17427,156,88,192,443,54,158
109213,13790,0,136,282,0,193183,23970,350,179,324,135,51,158
55484,3539,186,172,320,663,90692,5139,387,180,233,1018,48,158
126242,4414,655,76,470,174,203333,6353,553,177,506,1293,52,158
26516,1549,0,95,232,0,43607,2976,199,178,133,177,41,159
32330,2009,59,206,236,870,60620,2468,327,127,440,1199,44,159
12274,1390,259,278,107,104,34522,2849,207,174,65,1189,24,159
32780,2499,0,58,302,0,67782,4612,404,128,343,467,39,159
69619,9275,43,0,452,334,124741,15679,201,37,586,648,44,159
85158,5041,0,0,0,1766,126823,8016,290,9,192,1349,52,159
12258,3132,30,0,212,702,28205,6294,318,45,202,1175,28,159
62637,9090,0,183,507,1533,91751,13952,89,114,462,1303,51,159
87693,10514,0,0,400,0,142621,19331,0,69,271,1208,50,159
29967,5008,311,256,1,0,58710,8209,350,171,213,62,43,159
12856,1615,223,268,412,32,29573,3793,288,96,219,355,31,159
79568,12696,669,729,623,0,142479,20087,497,399,474,930,49,159
27921,15197,0,196,265,342,54602,28065,131,192,623,1554,38,159
82507,9546,0,263,678,0,155691,14601,490,267,459,368,47,159
76729,7807,50,93,452,0,131115,11939,133,170,446,254,50,159
26665,1638,0,0,198,307,53932,3244,15,0,592,553,39,159
32070,5423,0,183,738,0,58221,9949,0,160,532,403,42,159
21066,2530,65,98,306,512,47844,5876,178,120,189,658,34,159
20163,2312,442,146,373,0,39259,4205,609,64,353,149,36,159
15636,6947,20,172,332,465,35143,14425,133,133,457,692,27,159
55092,3159,331,148,0,0,97975,5359,490,156,166,656,45,159
200829,9733,0,215,549,368,355986,14277,248,96,305,506,54,159
116108,7588,870,0,95,0,214967,12219,916,9,87,742,48,159
74983,3168,59,218,281,230,145586,7190,310,109,261,762,48,159
115280,6574,92,186,525,145,197460,8692,482,79,422,1739,53,159
63476,4235,0,68,59,0,105241,7090,384,50,144,52,46,159
159869,9091,337,212,0,752,290734,15441,564,214,0,703,52,159
44779,2798,380,52,171,0,81614,4798,621,158,83,736,41,159
27518,2203,124,82,300,474,64471,4549,285,17,223,543,34,159
135504,7772,65,0,259,0,238875,13314,229,79,800,691,50,159
250387,19093,0,287,0,550,450416,34395,219,298,136,1170,58,159
64460,5228,235,85,436,0,127487,10141,191,14,352,674,43,159
24430,2041,73,0,296,1377,53545,4062,241,28,309,2014,40,159
33689,2167,0,79,416,0,59888,4033,434,0,230,221,39,159
11149,621,61,89,250,0,28144,1886,501,76,281,130,22,159
69219,6002,908,104,273,884,129721,7554,789,144,415,1659,47,159
35642,1619,343,139,474,845,77823,4862,569,177,415,774,39,159
13584,1724,35,247,330,158,34294,3301,290,147,254,410,28,159
80185,11629,855,168,151,628,138104,19082,1198,140,351,671,47,159
32935,4945,0,65,195,0,69461,9878,155,125,271,577,38,159
33760,2591,307,121,227,39,63221,4856,407,167,341,794,44,159
57808,1701,0,46,260,541,112402,2819,238,128,185,1148,42,159
23853,1568,247,190,116,0,56463,2741,555,206,0,269,32,159
28914,2781,261,109,348,420,53598,4855,486,71,282,439,37,159
28006,6565,490,296,500,0,56864,10666,635,273,577,308,46,159
34700,5289,150,0,497,0,59137,8667,248,125,449,714,44,159
25497,2481,181,271,171,0,48440,5042,249,204,17,303,37,159
35736,9622,0,356,47,906,57584,14846,36,154,192,1059,47,159
43986,2193,50,265,26,784,74907,4367,318,137,57,1085,43,159
86436,2543,550,246,86,0,159657,4311,739,113,447,828,50,159
53516,3682,0,41,488,1154,86384,7340,239,64,494,1110,47,159
29079,4274,144,257,78,0,60263,6939,176,167,132,607,44,159
181206,6768,295,297,504,0,325153,11565,479,246,336,559,53,159
39866,3056,407,184,278,978,65694,4533,326,290,236,850,45,159
40682,9746,372,0,78,0,75735,16549,791,64,101,320,44,159
67841,12487,668,438,352,0,110318,20205,441,244,455,820,50,159
167315,14883,773,382,20,510,278496,23384,475,179,50,867,52,159
40233,5751,442,52,955,0,73494,10197,554,2,582,672,40,159
28690,2947,0,199,189,0,50468,4033,294,175,197,762,42,159
133679,5380,264,240,271,363,226204,9202,509,87,242,925,51,159
38673,6662,0,0,47,1420,68587,10987,174,0,253,994,44,159
57632,5763,270,0,611,503,99666,8817,335,19,487,591,45,159
27386,1074,215,326,83,533,48092,1650,238,254,118,1235,41,159
115775,6831,0,200,650,1084,196341,9971,102,112,596,1278,51,159
36120,6755,84,156,214,0,68784,13304,204,235,441,1025,44,159
39281,3974,0,255,0,605,72279,7250,126,201,50,881,43,159
331333,15473,544,341,354,0,537949,22859,234,133,284,1427,62,159
65847,8961,312,67,656,1338,112680,14709,546,77,609,1095,49,159
76532,11827,0,58,220,554,129934,19434,24,71,391,1151,49,159
22816,5717,281,0,326,906,43358,9761,382,0,254,1230,42,159
42030,2776,0,139,113,394,73477,4335,27,115,135,572,43,160
53226,3382,55,80,241,0,94943,6612,146,58,194,121,41,160
170610,13728,77,329,259,1918,322387,22412,242,290,316,1469,52,160
35789,4030,528,378,394,431,61215,7289,413,173,293,597,43,160
36762,5076,800,221,455,0,68837,8397,914,121,270,1084,41,160
25206,6282,416,219,166,0,44211,9181,769,179,274,427,44,160
29309,7383,315,338,413,202,58439,12609,319,212,262,556,42,160
22260,1755,171,193,735,994,45854,2388,279,147,289,1491,42,160
96003,4198,1060,250,290,131,161485,7212,1169,166,702,800,47,160
127310,16385,539,2,281,463,196712,26601,599,106,288,1020,53,160
44374,2464,0,70,497,0,93658,4786,117,55,420,589,40,160
91162,6300,705,177,361,0,151636,9998,862,216,215,264,49,160
46904,21896,216,268,53,0,74271,35027,549,146,154,135,46,160
19002,4127,175,178,312,0,40941,7118,161,121,399,486,39,160
45407,5274,878,445,202,843,75331,8711,1038,266,522,1092,48,160
32207,3200,0,60,156,599,67875,5570,68,160,78,880,41,160
62900,9319,0,363,245,438,108518,15381,0,235,402,816,47,160
41999,3747,317,21,162,477,69527,6201,391,59,248,628,44,160
42712,3445,732,383,376,704,75897,5720,805,244,494,689,43,160
64314,7360,849,0,77,183,109172,12137,490,18,23,1125,51,160
31370,3100,0,7,187,599,55165,5758,0,72,321,919,41,160
11198,2799,13,190,166,0,33222,7314,0,74,77,491,21,160
77772,9096,0,190,436,248,149691,18013,112,132,518,695,43,160
72571,4705,0,246,215,0,151425,7830,204,209,278,766,43,160
49907,9194,608,186,422,279,79965,14556,400,154,393,1144,47,160
13975,2650,359,112,318,0,26879,4747,350,78,95,316,30,160
70751,9717,824,0,422,0,122422,14987,608,0,361,8,46,160
69696,5395,0,102,299,238,110209,9348,137,180,306,815,53,160
36688,5216,275,0,378,576,62362,9104,429,0,178,1055,46,160
10430,5130,25,243,494,23,26129,11742,144,188,625,531,25,160
62584,2168,779,278,321,291,105632,3957,623,121,270,489,46,160
72186,6117,420,294,0,678,126379,9629,727,176,0,1002,47,160
26845,4232,268,250,201,0,56916,7257,148,204,342,552,37,160
68810,5206,10063,1156,577,307,139338,8358,10969,1139,493,854,43,160
18597,4629,0,92,239,608,42261,8364,0,102,253,644,36,160
140560,11776,0,0,64,293,249914,18285,425,134,138,1040,51,160
24919,5045,138,404,23,316,45333,8253,121,308,0,509,36,160
58397,8134,839,320,466,268,107303,13805,1102,227,539,632,44,160
142387,10176,0,213,229,440,248704,15290,1,86,284,427,52,160
102946,4548,328,0,22,0,181327,8758,481,42,32,692,54,160
56527,7451,0,0,257,301,116863,14599,214,17,212,803,42,160
75226,12066,442,0,519,794,123329,20674,683,153,760,993,47,160
32383,3358,261,61,343,954,50068,4370,312,52,392,1410,43,160
56976,5291,346,42,385,100,106953,8872,329,182,256,507,48,160
24228,15163,849,117,113,316,46433,27176,628,94,117,1055,40,160
55412,23733,13,488,135,0,87393,40038,102,334,289,772,45,160
54176,5858,7,319,226,0,96460,9336,203,280,331,168,44,160
44722,6872,0,115,236,104,80128,11127,0,141,140,531,46,160
167354,11045,1868,455,58,0,310416,19749,1975,261,160,391,55,160
72368,3123,603,337,402,327,127139,4671,579,222,149,634,47,160
135057,12476,812,83,153,293,228926,18046,640,92,406,1256,53,160
69316,5408,261,268,635,1369,129806,10041,229,271,382,1450,44,160
153749,9040,512,70,0,540,273346,13223,459,68,109,611,52,160
172254,11774,389,266,156,374,303649,19369,475,164,207,383,51,160
31982,7739,0,63,472,90,55246,14320,281,66,257,550,43,160
26133,999,0,38,492,554,48133,2362,0,27,426,1245,37,160
16505,733,119,313,0,0,34569,2387,240,248,125,352,30,161
41102,1796,0,218,586,0,76753,2818,205,86,523,459,42,161
8167,2569,0,0,251,18,21320,6261,0,0,4,812,23,161
27869,6647,94,0,391,396,59821,10712,167,0,460,470,40,161
25134,1156,0,142,332,293,52826,3055,56,134,156,747,37,161
125608,5909,773,67,46,32,240182,9384,756,88,277,1227,49,161
30092,3149,107,178,482,435,44023,4715,196,144,414,584,41,161
45005,7065,280,96,448,328,91262,12988,589,63,443,596,46,161
83481,8922,16,306,181,0,123875,13216,191,196,262,594,51,161
21722,2103,96,265,416,272,40526,3405,155,220,319,490,41,161
92936,13144,0,422,102,0,164264,21325,436,260,118,712,51,161
49765,7553,0,0,332,177,88823,12840,54,92,163,635,44,161
70559,2802,165,27,0,271,126904,5408,291,115,195,583,47,161
64681,7821,49,370,418,78,107073,13522,535,199,264,338,50,161
73013,12110,548,168,601,1161,129187,19235,583,154,588,778,50,161
109222,11822,0,134,366,860,188442,19824,277,93,595,1508,53,161
20568,5379,512,209,314,286,42361,10109,448,122,185,521,31,161
36374,4185,158,26,110,325,65318,8199,830,33,149,464,40,161
