FSC-A,SSC-A,FL1-A,FL2-A,FL3-A,FL4-A,FSC-H,SSC-H,FL1-H,FL2-H,FL3-H,FL4-H,Width,Time
76212,6743,5534,602,717,86,112230,11122,5661,380,921,493,51,155
101414,15293,8459,605,382,0,190047,25932,8264,599,519,775,48,155
83413,13979,0,0,0,308,134715,23500,2285,0,223,630,48,155
116215,25765,125616,7950,1847,0,172836,38793,133644,8207,2154,0,60,155
53611,9097,3802,306,291,721,90792,16453,4874,673,334,945,44,155
244497,17499,8881,534,638,433,369343,24657,8838,366,538,1209,61,155
25459,4703,56221,3782,364,0,48823,7753,65407,4219,440,518,35,155
51578,10193,51102,3180,635,0,89903,17037,47821,3387,962,0,45,155
46739,5641,5423,152,311,496,90733,10659,6250,165,327,1316,44,155
36541,5835,7706,734,129,0,68030,9375,10511,851,1079,122,43,155
152558,26909,42248,2594,909,0,266262,45105,32735,1990,1240,295,50,155
33671,7486,8534,356,135,264,57405,11964,9350,459,613,774,46,155
45619,9106,21521,1251,762,356,92502,15450,22498,1417,496,900,43,155
51623,4287,36703,2453,439,0,97454,5961,30839,2061,706,0,44,155
40284,5164,6589,501,184,143,82244,9755,7852,532,595,730,38,155
25922,6607,0,0,0,943,56241,11031,0,141,53,961,37,155
104537,8013,15392,943,751,118,185595,11958,18237,1174,365,868,49,155
13679,2340,4894,479,463,0,28646,3564,8057,472,269,0,33,155
129994,9899,6148,520,199,0,236804,16097,6011,411,268,398,54,155
114299,8807,2132,520,34,35,208597,14235,6552,280,938,578,49,155
175013,17461,2330,126,0,759,312807,27187,5095,97,245,1056,57,155
52249,21274,0,284,361,0,97182,33927,2758,297,271,236,44,155
74072,25060,0,0,595,318,133030,43352,1866,5,789,746,45,155
30888,4325,7509,496,693,267,55602,7284,9031,788,679,554,42,155
210957,29773,10680,548,582,214,351400,45685,12288,711,356,1070,55,155
173232,28651,38811,2796,1862,0,281311,45815,37863,2750,1256,0,60,155
38713,5133,10025,574,8,0,61054,8670,26735,1562,284,666,47,155
92160,10534,185896,12674,2625,0,170175,16131,327594,21211,3114,0,50,155
122470,13596,7412,675,565,182,234113,22348,14292,1121,458,326,50,155
132331,10434,7740,452,1049,531,215648,15690,35463,2375,1186,1175,53,155
35314,1505,4758,268,0,0,68390,2481,4668,172,0,158,40,155
25100,2706,2460,298,422,0,53570,4143,2593,488,935,691,37,155
38556,5392,14011,1349,0,0,76997,11019,14205,930,0,376,38,155
66571,7058,2683,0,0,393,120941,11614,4108,358,213,1327,50,155
82095,8270,14073,787,442,0,140343,12415,11962,642,414,736,49,155
52737,7237,1690,54,436,396,97697,12040,4657,114,512,715,39,155
191153,15189,13403,293,714,1290,323020,22059,15197,1017,1019,1569,56,155
21765,2680,12946,841,65,0,40401,6094,11126,568,231,222,38,155
38291,6989,27259,1604,0,42,73787,11675,24570,1456,160,656,40,155
90946,19420,8180,603,89,0,167420,34502,12684,766,164,844,48,155
59427,3231,0,0,288,401,89715,4089,2725,243,186,728,48,155
27655,2515,8058,411,16,0,62513,4968,10159,417,107,354,38,155
61893,8224,11948,448,466,660,115545,14549,9883,589,488,696,47,155
146554,17417,1608,0,0,327,246816,28764,3972,243,255,628,54,155
33149,5991,14150,929,317,0,51120,9846,16083,924,666,313,42,155
59909,4662,0,238,573,0,106137,7599,0,198,429,560,44,155
37039,5046,3977,83,643,0,72578,9422,4759,105,461,260,42,155
44096,6867,6691,244,235,0,82778,12149,6183,254,150,450,41,155
388392,25031,0,41,750,106,595744,36473,3061,404,662,1048,62,155
47763,1622,3349,168,235,0,91846,3459,7345,734,219,116,39,155
55037,11364,10741,955,1189,10,102551,17673,8263,556,838,878,44,155
62052,3569,20165,1500,634,0,110747,6138,18156,1076,412,136,48,155
95292,8780,9872,606,14,638,150086,16941,10903,642,181,694,49,155
67977,9844,0,0,859,1226,128751,17237,0,51,586,1179,45,155
134193,14858,500,0,424,485,247707,25580,4638,0,1122,803,56,155
76035,6900,2257,257,38,0,137626,10751,12356,786,109,945,45,155
52513,7548,52138,3731,142,0,99806,12278,58677,3785,121,286,41,155
64795,9574,31813,2276,221,0,109527,13939,37287,2687,434,55,49,155
69553,10690,10238,529,500,183,131529,16012,11489,582,586,808,44,155
33555,5757,58327,3787,720,0,57329,9700,57275,3911,800,0,44,155
91144,15777,19429,1255,754,0,155495,27051,17528,1173,575,615,51,155
279745,35385,18950,1389,1115,0,468713,55381,20437,1513,796,449,58,155
123601,20494,274,0,20,1159,213618,34318,5664,278,305,940,49,155
